Month,Day,Hour,Hour_simulation,,"Day_type(0,1)","Building_opening_hours(0,1)","Building_use_intensity(0,1)",External temperture (ºC),Indoor_temperature.FF_θair(ºC) ,,Heating_thermal_load(kW),Cooling_thermal_load(kW),Indoor_temperature.Set-point_θair(ºC) ,,Energy_Heating(kW),Energy_Cooling(kW),Energy_Ventilation(kW),Hot_water(kW),Lighting(kW),Building_background/standby(kW),Others(kW)
Jan,9,8,200,,1,1,1.00,-1.1,8.99,,224.60,0.00,22.00,,226.61,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,9,201,,1,1,1.00,0.6,9.36,,190.22,0.00,22.00,,190.57,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,10,202,,1,1,1.00,2.8,9.91,,146.90,0.00,22.00,,145.87,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,11,203,,1,1,1.00,3.9,10.40,,112.56,0.00,22.00,,111.01,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,12,204,,1,1,1.00,3.3,10.70,,96.16,0.00,22.00,,94.52,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,13,205,,1,1,1.00,3.3,11.03,,78.95,0.00,22.00,,77.34,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,14,206,,1,1,1.00,3.9,11.39,,61.58,0.00,22.00,,60.12,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,15,207,,1,1,1.00,4.4,11.68,,51.45,0.00,22.00,,50.13,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,16,208,,1,1,1.00,3.9,11.73,,59.28,0.00,22.00,,57.85,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,17,209,,1,1,1.00,2.8,11.48,,88.00,0.00,22.00,,86.36,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,18,210,,1,1,1.00,1.1,11.19,,115.79,0.00,22.00,,114.27,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,19,211,,1,1,1.00,0,10.95,,137.18,0.00,22.00,,135.96,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,20,212,,1,1,1.00,0.6,10.91,,141.64,0.00,22.00,,140.50,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,21,213,,1,1,1.00,-1.7,10.51,,171.71,0.00,22.00,,171.38,0.00,14.70,0.80,7.88,6.53,4.91
Jan,9,22,214,,1,1,0.77,-1.7,10.78,,19.01,0.00,22.00,,18.43,0.00,0.00,0.61,6.04,6.53,3.76
Jan,9,23,215,,1,1,0.77,-2.8,10.56,,21.63,0.00,22.00,,20.99,0.00,0.00,0.61,6.04,6.53,3.76
Jan,9,24,216,,1,1,0.77,-4.4,10.29,,24.66,0.00,22.00,,23.95,0.00,0.00,0.61,6.04,6.53,3.76
Jan,10,1,217,,1,1,0.77,-4.4,10.13,,26.02,0.00,22.00,,25.28,0.00,0.00,0.61,6.04,6.53,3.76
Jan,10,2,218,,1,1,0.77,-5,9.91,,27.80,0.00,22.00,,27.02,0.00,0.00,0.61,6.04,6.53,3.76
Jan,10,3,219,,1,1,0.77,-5,9.74,,28.88,0.00,22.00,,28.07,0.00,0.00,0.61,6.04,6.53,3.76
Jan,10,4,220,,1,1,0.77,-5.6,9.53,,30.41,0.00,22.00,,29.58,0.00,0.00,0.61,6.04,6.53,3.76
Jan,10,5,221,,1,1,0.77,-6.1,9.31,,31.77,0.00,22.00,,30.91,0.00,0.00,0.61,6.04,6.53,3.76
Jan,10,6,222,,1,1,0.77,-6.7,9.08,,33.17,0.00,22.00,,32.28,0.00,0.00,0.61,6.04,6.53,3.76
Jan,10,7,223,,1,1,1.00,-5.6,8.27,,287.36,0.00,22.00,,293.74,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,8,224,,1,1,1.00,-5,8.39,,264.17,0.00,22.00,,268.73,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,9,225,,1,1,1.00,-1.7,8.92,,213.69,0.00,22.00,,215.11,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,10,226,,1,1,1.00,1.7,9.60,,158.30,0.00,22.00,,157.56,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,11,227,,1,1,1.00,4.4,10.30,,107.98,0.00,22.00,,106.39,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,12,228,,1,1,1.00,6.1,10.92,,68.47,0.00,22.00,,66.94,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,13,229,,1,1,1.00,7.2,11.52,,34.87,0.00,22.00,,33.86,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,14,230,,1,1,1.00,7.2,11.92,,19.64,0.00,22.00,,19.01,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,15,231,,1,1,1.00,6.7,12.19,,15.25,0.00,22.00,,14.75,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,16,232,,1,1,1.00,6.1,12.30,,22.64,0.00,22.00,,21.93,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,17,233,,1,1,1.00,3.3,11.87,,68.88,0.00,22.00,,67.34,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,18,234,,1,1,1.00,0.6,11.46,,107.88,0.00,22.00,,106.29,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,19,235,,1,1,1.00,-1.1,11.12,,136.88,0.00,22.00,,135.65,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,20,236,,1,1,1.00,-2.2,10.83,,159.35,0.00,22.00,,158.64,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,21,237,,1,1,1.00,-1.1,10.80,,160.05,0.00,22.00,,159.36,0.00,14.70,0.80,7.88,6.53,4.91
Jan,10,22,238,,1,1,0.77,-3.3,10.88,,19.66,0.00,22.00,,19.07,0.00,0.00,0.61,6.04,6.53,3.76
Jan,10,23,239,,1,1,0.77,-4.4,10.63,,22.56,0.00,22.00,,21.90,0.00,0.00,0.61,6.04,6.53,3.76
Jan,10,24,240,,1,1,0.77,-5,10.41,,24.82,0.00,22.00,,24.10,0.00,0.00,0.61,6.04,6.53,3.76
Jan,11,1,241,,1,1,0.77,-5.6,10.18,,26.90,0.00,22.00,,26.14,0.00,0.00,0.61,6.04,6.53,3.76
Jan,11,2,242,,1,1,0.77,-6.1,9.95,,28.74,0.00,22.00,,27.94,0.00,0.00,0.61,6.04,6.53,3.76
Jan,11,3,243,,1,1,0.77,-6.1,9.76,,29.93,0.00,22.00,,29.11,0.00,0.00,0.61,6.04,6.53,3.76
Jan,11,4,244,,1,1,0.77,-5.6,9.62,,30.46,0.00,22.00,,29.63,0.00,0.00,0.61,6.04,6.53,3.76
Jan,11,5,245,,1,1,0.77,-5,9.49,,30.71,0.00,22.00,,29.87,0.00,0.00,0.61,6.04,6.53,3.76
Jan,11,6,246,,1,1,0.77,-3.9,9.42,,30.27,0.00,22.00,,29.44,0.00,0.00,0.61,6.04,6.53,3.76
Jan,11,7,247,,1,1,1.00,-3.9,8.63,,269.61,0.00,22.00,,274.57,0.00,14.70,0.80,7.88,6.53,4.91
Jan,11,8,248,,1,1,1.00,-3.3,8.73,,249.48,0.00,22.00,,253.01,0.00,14.70,0.80,7.88,6.53,4.91
Jan,11,9,249,,1,1,1.00,-1.7,8.94,,223.86,0.00,22.00,,225.83,0.00,14.70,0.80,7.88,6.53,4.91
Jan,11,10,250,,1,1,1.00,1.1,9.52,,174.44,0.00,22.00,,174.20,0.00,14.70,0.80,7.88,6.53,4.91
Jan,11,11,251,,1,1,1.00,7.2,10.51,,100.41,0.00,22.00,,98.79,0.00,14.70,0.80,7.88,6.53,4.91
Jan,11,12,252,,1,1,1.00,7.8,11.06,,67.39,0.00,22.00,,65.86,0.00,14.70,0.80,7.88,6.53,4.91
Jan,11,13,253,,1,1,1.00,10.6,11.82,,22.08,0.00,22.00,,21.38,0.00,14.70,0.80,7.88,6.53,4.91
Jan,11,14,254,,1,1,1.00,11.7,12.39,,0.00,4.68,22.06,,0.00,14.58,14.70,0.80,7.88,6.53,4.91
Jan,11,15,255,,1,1,1.00,12.2,12.65,,0.00,6.27,22.09,,0.00,14.76,14.70,0.80,7.88,6.53,4.91
Jan,11,16,256,,1,1,1.00,10,12.54,,18.34,0.00,22.00,,17.75,0.00,14.70,0.80,7.88,6.53,4.91
Jan,11,17,257,,1,1,1.00,8.3,12.39,,44.34,0.00,22.00,,43.14,0.00,14.70,0.80,7.88,6.53,4.91
Jan,11,18,258,,1,1,1.00,7.8,12.37,,56.85,0.00,22.00,,55.45,0.00,14.70,0.80,7.88,6.53,4.91
Jan,11,19,259,,1,1,1.00,7.2,12.33,,69.49,0.00,22.00,,67.94,0.00,14.70,0.80,7.88,6.53,4.91
Jan,11,20,260,,1,1,1.00,5.6,12.14,,90.91,0.00,22.00,,89.26,0.00,14.70,0.80,7.88,6.53,4.91
Jan,11,21,261,,1,1,1.00,4.4,11.98,,108.53,0.00,22.00,,106.94,0.00,14.70,0.80,7.88,6.53,4.91
Jan,11,22,262,,1,1,0.77,6.1,12.27,,9.68,0.00,22.00,,9.36,0.00,0.00,0.61,6.04,6.53,3.76
Jan,11,23,263,,1,1,0.77,4.4,12.12,,12.40,0.00,22.00,,12.00,0.00,0.00,0.61,6.04,6.53,3.76
Jan,11,24,264,,1,1,0.77,3.9,12.04,,13.91,0.00,22.00,,13.47,0.00,0.00,0.61,6.04,6.53,3.76
Jan,12,1,265,,1,1,0.77,2.8,11.91,,15.95,0.00,22.00,,15.45,0.00,0.00,0.61,6.04,6.53,3.76
Jan,12,2,266,,1,1,0.77,0,11.61,,19.68,0.00,22.00,,19.09,0.00,0.00,0.61,6.04,6.53,3.76
Jan,12,3,267,,1,1,0.77,-1.1,11.41,,21.83,0.00,22.00,,21.18,0.00,0.00,0.61,6.04,6.53,3.76
Jan,12,4,268,,1,1,0.77,-3.3,11.11,,25.05,0.00,22.00,,24.32,0.00,0.00,0.61,6.04,6.53,3.76
Jan,12,5,269,,1,1,0.77,-5,10.81,,27.83,0.00,22.00,,27.04,0.00,0.00,0.61,6.04,6.53,3.76
Jan,12,6,270,,1,1,0.77,-5.6,10.57,,29.50,0.00,22.00,,28.69,0.00,0.00,0.61,6.04,6.53,3.76
Jan,12,7,271,,1,1,1.00,-6.1,9.52,,278.92,0.00,22.00,,284.61,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,8,272,,1,1,1.00,-4.4,9.66,,253.59,0.00,22.00,,257.39,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,9,273,,1,1,1.00,-0.6,9.97,,218.35,0.00,22.00,,220.02,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,10,274,,1,1,1.00,2.2,10.27,,188.66,0.00,22.00,,188.95,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,11,275,,1,1,1.00,6.1,10.78,,146.30,0.00,22.00,,145.26,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,12,276,,1,1,1.00,7.8,11.09,,124.01,0.00,22.00,,122.58,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,13,277,,1,1,1.00,7.8,11.23,,116.44,0.00,22.00,,114.92,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,14,278,,1,1,1.00,8.9,11.48,,101.98,0.00,22.00,,100.36,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,15,279,,1,1,1.00,8.3,11.52,,103.66,0.00,22.00,,102.05,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,16,280,,1,1,1.00,8.3,11.60,,102.50,0.00,22.00,,100.88,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,17,281,,1,1,1.00,4.4,11.16,,139.68,0.00,22.00,,138.50,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,18,282,,1,1,1.00,2.2,10.86,,162.26,0.00,22.00,,161.64,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,19,283,,1,1,1.00,2.2,10.80,,165.03,0.00,22.00,,164.48,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,20,284,,1,1,1.00,2.2,10.73,,167.42,0.00,22.00,,166.95,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,21,285,,1,1,1.00,-1.1,10.25,,200.55,0.00,22.00,,201.34,0.00,14.70,0.80,7.88,6.53,4.91
Jan,12,22,286,,1,1,0.77,-2.2,10.41,,24.69,0.00,22.00,,23.98,0.00,0.00,0.61,6.04,6.53,3.76
Jan,12,23,287,,1,1,0.77,-1.7,10.32,,25.04,0.00,22.00,,24.32,0.00,0.00,0.61,6.04,6.53,3.76
Jan,12,24,288,,1,1,0.77,-1.7,10.20,,25.73,0.00,22.00,,25.00,0.00,0.00,0.61,6.04,6.53,3.76
Jan,13,1,289,,1,1,0.77,0.6,10.28,,24.00,0.00,22.00,,23.30,0.00,0.00,0.61,6.04,6.53,3.76
Jan,13,2,290,,1,1,0.77,3.3,10.43,,21.58,0.00,22.00,,20.94,0.00,0.00,0.61,6.04,6.53,3.76
Jan,13,3,291,,1,1,0.77,2.8,10.37,,22.11,0.00,22.00,,21.45,0.00,0.00,0.61,6.04,6.53,3.76
Jan,13,4,292,,1,1,0.77,2.8,10.33,,22.17,0.00,22.00,,21.51,0.00,0.00,0.61,6.04,6.53,3.76
Jan,13,5,293,,1,1,0.77,3.3,10.34,,21.72,0.00,22.00,,21.07,0.00,0.00,0.61,6.04,6.53,3.76
Jan,13,6,294,,1,1,0.77,2.8,10.28,,22.23,0.00,22.00,,21.57,0.00,0.00,0.61,6.04,6.53,3.76
Jan,13,7,295,,1,1,1.00,2.2,9.80,,202.51,0.00,22.00,,203.40,0.00,14.70,0.80,7.88,6.53,4.91
Jan,13,8,296,,1,1,1.00,3.3,10.16,,170.71,0.00,22.00,,170.34,0.00,14.70,0.80,7.88,6.53,4.91
Jan,13,9,297,,1,1,1.00,5.6,10.74,,126.23,0.00,22.00,,124.83,0.00,14.70,0.80,7.88,6.53,4.91
Jan,13,10,298,,1,1,1.00,7.8,11.41,,79.98,0.00,22.00,,78.36,0.00,14.70,0.80,7.88,6.53,4.91
Jan,13,11,299,,1,1,1.00,9.4,12.08,,38.87,0.00,22.00,,37.77,0.00,14.70,0.80,7.88,6.53,4.91
Jan,13,12,300,,1,1,1.00,9.4,12.59,,14.20,0.00,22.00,,13.74,0.00,14.70,0.80,7.88,6.53,4.91
Jan,13,13,301,,1,1,1.00,10,13.14,,0.00,11.22,22.15,,0.00,14.22,14.70,0.80,7.88,6.53,4.91
Jan,13,14,302,,1,1,1.00,9.4,13.52,,0.00,23.26,22.32,,0.00,14.72,14.70,0.80,7.88,6.53,4.91
Jan,13,15,303,,1,1,1.00,9.4,13.84,,0.00,30.96,22.42,,0.00,15.39,14.70,0.80,7.88,6.53,4.91
Jan,13,16,304,,1,1,1.00,9.4,14.04,,0.00,30.42,22.41,,0.00,15.34,14.70,0.80,7.88,6.53,4.91
Jan,13,17,305,,1,1,1.00,8.3,13.87,,0.00,2.38,22.03,,0.00,13.56,14.70,0.80,7.88,6.53,4.91
Jan,13,18,306,,1,1,1.00,7.2,13.73,,21.92,0.00,22.00,,21.23,0.00,14.70,0.80,7.88,6.53,4.91
Jan,13,19,307,,1,1,1.00,6.7,13.66,,39.42,0.00,22.00,,38.32,0.00,14.70,0.80,7.88,6.53,4.91
Jan,13,20,308,,1,1,1.00,6.7,13.63,,50.74,0.00,22.00,,49.43,0.00,14.70,0.80,7.88,6.53,4.91
Jan,13,21,309,,1,1,1.00,6.1,13.53,,66.18,0.00,22.00,,64.67,0.00,14.70,0.80,7.88,6.53,4.91
Jan,13,22,310,,1,1,0.77,3.3,13.45,,8.37,0.00,22.00,,8.09,0.00,0.00,0.61,6.04,6.53,3.76
Jan,13,23,311,,1,1,0.77,1.7,13.23,,11.80,0.00,22.00,,11.41,0.00,0.00,0.61,6.04,6.53,3.76
Jan,13,24,312,,1,1,0.77,2.8,13.22,,12.39,0.00,22.00,,11.99,0.00,0.00,0.61,6.04,6.53,3.76
Jan,14,1,313,,1,1,0.77,5.6,13.36,,10.94,0.00,22.00,,10.58,0.00,0.00,0.61,6.04,6.53,3.76
Jan,14,2,314,,1,1,0.77,6.7,13.42,,10.76,0.00,22.00,,10.41,0.00,0.00,0.61,6.04,6.53,3.76
Jan,14,3,315,,1,1,0.77,7.2,13.44,,10.96,0.00,22.00,,10.61,0.00,0.00,0.61,6.04,6.53,3.76
Jan,14,4,316,,1,1,0.77,6.7,13.39,,12.04,0.00,22.00,,11.65,0.00,0.00,0.61,6.04,6.53,3.76
Jan,14,5,317,,1,1,0.77,6.7,13.38,,12.58,0.00,22.00,,12.17,0.00,0.00,0.61,6.04,6.53,3.76
Jan,14,6,318,,1,1,0.77,6.7,13.36,,13.04,0.00,22.00,,12.62,0.00,0.00,0.61,6.04,6.53,3.76
Jan,14,7,319,,1,1,1.00,6.7,13.02,,132.31,0.00,22.00,,131.00,0.00,14.70,0.80,7.88,6.53,4.91
Jan,14,8,320,,1,1,1.00,6.7,13.18,,118.50,0.00,22.00,,117.00,0.00,14.70,0.80,7.88,6.53,4.91
Jan,14,9,321,,1,1,1.00,8.3,13.53,,92.69,0.00,22.00,,91.05,0.00,14.70,0.80,7.88,6.53,4.91
Jan,14,10,322,,1,1,1.00,10,14.00,,60.92,0.00,22.00,,59.47,0.00,14.70,0.80,7.88,6.53,4.91
Jan,14,11,323,,1,1,1.00,12.2,14.62,,21.38,0.00,22.00,,20.71,0.00,14.70,0.80,7.88,6.53,4.91
Jan,14,12,324,,1,1,1.00,12.8,15.24,,0.00,13.78,22.19,,0.00,15.21,14.70,0.80,7.88,6.53,4.91
Jan,14,13,325,,1,1,1.00,13.3,15.54,,0.00,23.39,22.32,,0.00,16.07,14.70,0.80,7.88,6.53,4.91
Jan,14,14,326,,1,1,1.00,13.3,15.79,,0.00,29.91,22.41,,0.00,16.73,14.70,0.80,7.88,6.53,4.91
Jan,14,15,327,,1,1,1.00,12.8,15.97,,0.00,30.96,22.42,,0.00,16.65,14.70,0.80,7.88,6.53,4.91
Jan,14,16,328,,1,1,1.00,12.2,15.96,,0.00,19.05,22.26,,0.00,15.34,14.70,0.80,7.88,6.53,4.91
Jan,14,17,329,,1,1,1.00,10,15.72,,10.14,0.00,22.00,,9.80,0.00,14.70,0.80,7.88,6.53,4.91
Jan,14,18,330,,1,1,1.00,8.9,15.59,,29.86,0.00,22.00,,28.97,0.00,14.70,0.80,7.88,6.53,4.91
Jan,14,19,331,,1,1,1.00,7.2,15.35,,54.54,0.00,22.00,,53.17,0.00,14.70,0.80,7.88,6.53,4.91
Jan,14,20,332,,1,1,1.00,5.6,15.09,,77.98,0.00,22.00,,76.37,0.00,14.70,0.80,7.88,6.53,4.91
Jan,14,21,333,,1,1,1.00,2.8,14.65,,112.41,0.00,22.00,,110.85,0.00,14.70,0.80,7.88,6.53,4.91
Jan,14,22,334,,1,1,0.77,1.1,14.77,,13.19,0.00,22.00,,12.77,0.00,0.00,0.61,6.04,6.53,3.76
Jan,14,23,335,,1,1,0.77,0.6,14.58,,15.36,0.00,22.00,,14.88,0.00,0.00,0.61,6.04,6.53,3.76
Jan,14,24,336,,1,1,0.77,-1.1,14.29,,18.56,0.00,22.00,,17.99,0.00,0.00,0.61,6.04,6.53,3.76
Jan,15,1,337,,1,1,0.77,-1.1,14.11,,19.99,0.00,22.00,,19.39,0.00,0.00,0.61,6.04,6.53,3.76
Jan,15,2,338,,1,1,0.77,-1.7,13.89,,21.84,0.00,22.00,,21.19,0.00,0.00,0.61,6.04,6.53,3.76
Jan,15,3,339,,1,1,0.77,-1.7,13.70,,22.97,0.00,22.00,,22.29,0.00,0.00,0.61,6.04,6.53,3.76
Jan,15,4,340,,1,1,0.77,-2.2,13.48,,24.45,0.00,22.00,,23.74,0.00,0.00,0.61,6.04,6.53,3.76
Jan,15,5,341,,1,1,0.77,-1.7,13.34,,24.83,0.00,22.00,,24.11,0.00,0.00,0.61,6.04,6.53,3.76
Jan,15,6,342,,1,1,0.77,-1.1,13.22,,24.94,0.00,22.00,,24.22,0.00,0.00,0.61,6.04,6.53,3.76
Jan,15,7,343,,1,1,1.00,-2.8,12.14,,245.52,0.00,22.00,,248.79,0.00,14.70,0.80,7.88,6.53,4.91
Jan,15,8,344,,1,1,1.00,-2.2,12.24,,222.70,0.00,22.00,,224.60,0.00,14.70,0.80,7.88,6.53,4.91
Jan,15,9,345,,1,1,1.00,3.3,13.03,,152.06,0.00,22.00,,151.17,0.00,14.70,0.80,7.88,6.53,4.91
Jan,15,10,346,,1,1,1.00,7.2,13.80,,91.24,0.00,22.00,,89.60,0.00,14.70,0.80,7.88,6.53,4.91
Jan,15,11,347,,1,1,1.00,10,14.55,,38.41,0.00,22.00,,37.32,0.00,14.70,0.80,7.88,6.53,4.91
Jan,15,12,348,,1,1,1.00,12.2,15.31,,0.00,9.33,22.13,,0.00,14.84,14.70,0.80,7.88,6.53,4.91
Jan,15,13,349,,1,1,1.00,12.8,15.85,,0.00,36.90,22.50,,0.00,17.39,14.70,0.80,7.88,6.53,4.91
Jan,15,14,350,,1,1,1.00,13.3,16.37,,0.00,63.04,22.86,,0.00,22.06,14.70,0.80,7.88,6.53,4.91
Jan,15,15,351,,1,1,1.00,12.8,16.68,,0.00,74.01,23.01,,0.00,24.04,14.70,0.80,7.88,6.53,4.91
Jan,15,16,352,,1,1,1.00,10.6,16.63,,0.00,59.09,22.80,,0.00,19.81,14.70,0.80,7.88,6.53,4.91
Jan,15,17,353,,1,1,1.00,8.9,16.34,,0.00,26.63,22.36,,0.00,14.82,14.70,0.80,7.88,6.53,4.91
Jan,15,18,354,,1,1,1.00,7.8,16.16,,0.00,2.75,22.04,,0.00,13.42,14.70,0.80,7.88,6.53,4.91
Jan,15,19,355,,1,1,1.00,4.4,15.67,,44.00,0.00,22.00,,42.81,0.00,14.70,0.80,7.88,6.53,4.91
Jan,15,20,356,,1,1,1.00,3.9,15.47,,63.54,0.00,22.00,,62.05,0.00,14.70,0.80,7.88,6.53,4.91
Jan,15,21,357,,1,1,1.00,2.2,15.12,,92.62,0.00,22.00,,90.97,0.00,14.70,0.80,7.88,6.53,4.91
Jan,15,22,358,,1,1,0.77,2.2,15.41,,8.28,0.00,22.00,,8.00,0.00,0.00,0.61,6.04,6.53,3.76
Jan,15,23,359,,1,1,0.77,-0.6,15.04,,13.19,0.00,22.00,,12.76,0.00,0.00,0.61,6.04,6.53,3.76
Jan,15,24,360,,1,1,0.77,0,14.91,,14.62,0.00,22.00,,14.16,0.00,0.00,0.61,6.04,6.53,3.76
Jan,16,1,361,,1,1,0.77,2.8,14.97,,13.51,0.00,22.00,,13.07,0.00,0.00,0.61,6.04,6.53,3.76
Jan,16,2,362,,1,1,0.77,3.3,14.89,,14.23,0.00,22.00,,13.78,0.00,0.00,0.61,6.04,6.53,3.76
Jan,16,3,363,,1,1,0.77,6.7,15.06,,11.80,0.00,22.00,,11.42,0.00,0.00,0.61,6.04,6.53,3.76
Jan,16,4,364,,1,1,0.77,0.6,14.51,,18.55,0.00,22.00,,17.98,0.00,0.00,0.61,6.04,6.53,3.76
Jan,16,5,365,,1,1,0.77,-1.1,14.22,,21.32,0.00,22.00,,20.68,0.00,0.00,0.61,6.04,6.53,3.76
Jan,16,6,366,,1,1,0.77,-1.1,14.04,,22.38,0.00,22.00,,21.72,0.00,0.00,0.61,6.04,6.53,3.76
Jan,16,7,367,,1,1,1.00,-1.1,13.13,,216.86,0.00,22.00,,218.45,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,8,368,,1,1,1.00,0,13.23,,195.74,0.00,22.00,,196.32,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,9,369,,1,1,1.00,0,13.15,,190.80,0.00,22.00,,191.17,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,10,370,,1,1,1.00,-1.1,13.02,,190.34,0.00,22.00,,190.69,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,11,371,,1,1,1.00,0,13.17,,169.61,0.00,22.00,,169.21,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,12,372,,1,1,1.00,1.1,13.41,,145.23,0.00,22.00,,144.17,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,13,373,,1,1,1.00,2.2,13.70,,119.54,0.00,22.00,,118.06,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,14,374,,1,1,1.00,2.2,13.83,,108.89,0.00,22.00,,107.30,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,15,375,,1,1,1.00,1.7,13.82,,109.22,0.00,22.00,,107.64,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,16,376,,1,1,1.00,1.7,13.80,,110.50,0.00,22.00,,108.93,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,17,377,,1,1,1.00,1.7,13.60,,125.19,0.00,22.00,,123.78,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,18,378,,1,1,1.00,0,13.24,,149.91,0.00,22.00,,148.95,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,19,379,,1,1,1.00,0.6,13.14,,152.64,0.00,22.00,,151.76,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,20,380,,1,1,1.00,1.1,13.04,,154.88,0.00,22.00,,154.05,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,21,381,,1,1,1.00,-0.6,12.68,,176.61,0.00,22.00,,176.45,0.00,14.70,0.80,7.88,6.53,4.91
Jan,16,22,382,,1,1,0.77,-1.1,12.94,,20.61,0.00,22.00,,20.00,0.00,0.00,0.61,6.04,6.53,3.76
Jan,16,23,383,,1,1,0.77,-1.7,12.73,,22.38,0.00,22.00,,21.72,0.00,0.00,0.61,6.04,6.53,3.76
Jan,16,24,384,,1,1,0.77,-2.2,12.53,,23.94,0.00,22.00,,23.24,0.00,0.00,0.61,6.04,6.53,3.76
Jan,17,1,385,,1,1,0.77,-2.2,12.37,,24.90,0.00,22.00,,24.18,0.00,0.00,0.61,6.04,6.53,3.76
Jan,17,2,386,,1,1,0.77,-1.7,12.24,,25.22,0.00,22.00,,24.49,0.00,0.00,0.61,6.04,6.53,3.76
Jan,17,3,387,,1,1,0.77,-1.7,12.09,,25.89,0.00,22.00,,25.14,0.00,0.00,0.61,6.04,6.53,3.76
Jan,17,4,388,,1,1,0.77,1.7,12.22,,23.02,0.00,22.00,,22.35,0.00,0.00,0.61,6.04,6.53,3.76
Jan,17,5,389,,1,1,0.77,-0.6,11.95,,25.54,0.00,22.00,,24.81,0.00,0.00,0.61,6.04,6.53,3.76
Jan,17,6,390,,1,1,0.77,-0.6,11.82,,25.92,0.00,22.00,,25.18,0.00,0.00,0.61,6.04,6.53,3.76
Jan,17,7,391,,1,1,1.00,0,11.17,,226.20,0.00,22.00,,228.29,0.00,14.70,0.80,7.88,6.53,4.91
Jan,17,8,392,,1,1,1.00,-5,10.55,,260.04,0.00,22.00,,264.30,0.00,14.70,0.80,7.88,6.53,4.91
Jan,17,9,393,,1,1,1.00,-2.2,10.71,,233.76,0.00,22.00,,236.30,0.00,14.70,0.80,7.88,6.53,4.91
Jan,17,10,394,,1,1,1.00,0,11.00,,200.93,0.00,22.00,,201.74,0.00,14.70,0.80,7.88,6.53,4.91
Jan,17,11,395,,1,1,1.00,0,11.12,,184.84,0.00,22.00,,184.98,0.00,14.70,0.80,7.88,6.53,4.91
Jan,17,12,396,,1,1,1.00,-1.1,11.14,,177.64,0.00,22.00,,177.51,0.00,14.70,0.80,7.88,6.53,4.91
Jan,17,13,397,,1,1,1.00,-2.2,11.19,,169.74,0.00,22.00,,169.34,0.00,14.70,0.80,7.88,6.53,4.91
Jan,17,14,398,,1,1,1.00,-2.8,11.24,,162.14,0.00,22.00,,161.52,0.00,14.70,0.80,7.88,6.53,4.91
