Month,Day,Hour,Hour_simulation,Unnamed: 4,"Day_type(0,1)","Building_opening_hours(0,1)","Building_use_intensity(0,1)",External temperture (ºC),Indoor_temperature.FF_θair(ºC) ,Unnamed: 10,Heating_thermal_load(kW),Cooling_thermal_load(kW),Indoor_temperature.Set-point_θair(ºC) ,Unnamed: 14,Energy_Heating(kW),Energy_Cooling(kW),Energy_Ventilation(kW),Hot_water(kW),Lighting(kW),Building_background/standby(kW),Others(kW)
Oct,15,3,6891,,1,1,0.77,-1.1,18.93,,18.09,0.0,22.0,,7.27,0.0,0.0,0.61,6.04,6.53,3.76
Oct,15,4,6892,,1,1,0.77,-1.1,18.67,,19.59,0.0,22.0,,7.88,0.0,0.0,0.61,6.04,6.53,3.76
Oct,15,5,6893,,1,1,0.77,-0.6,18.45,,20.38,0.0,22.0,,8.06,0.0,0.0,0.61,6.04,6.53,3.76
Oct,15,6,6894,,1,1,0.77,1.7,18.39,,19.12,0.0,22.0,,7.12,0.0,0.0,0.61,6.04,6.53,3.76
Oct,15,7,6895,,1,1,1.0,3.9,17.66,,166.28,0.0,22.0,,58.93,0.0,14.7,0.8,7.88,6.53,4.91
Oct,15,8,6896,,1,1,1.0,6.1,18.13,,116.49,0.0,22.0,,39.32,0.0,14.7,0.8,7.88,6.53,4.91
Oct,15,9,6897,,1,1,1.0,10.0,18.78,,59.86,0.0,22.0,,18.59,0.0,14.7,0.8,7.88,6.53,4.91
Oct,15,10,6898,,1,1,1.0,11.7,19.27,,21.83,0.0,22.0,,6.54,0.0,14.7,0.8,7.88,6.53,4.91
Oct,15,11,6899,,1,1,1.0,13.3,19.83,,0.0,17.49,22.24,,0.0,2.86,14.7,0.8,7.88,6.53,4.91
Oct,15,12,6900,,1,1,1.0,15.0,20.43,,0.0,57.22,22.78,,0.0,9.75,14.7,0.8,7.88,6.53,4.91
Oct,15,13,6901,,1,1,1.0,16.7,21.01,,0.0,95.79,23.3,,0.0,17.05,14.7,0.8,7.88,6.53,4.91
Oct,15,14,6902,,1,1,1.0,18.9,21.64,,0.0,138.0,23.88,,0.0,26.07,14.7,0.8,7.88,6.53,4.91
Oct,15,15,6903,,1,1,1.0,18.9,21.96,,0.0,156.86,24.0,,0.0,29.64,14.7,0.8,7.88,6.53,4.91
Oct,15,16,6904,,1,1,1.0,17.8,22.01,,0.0,155.09,24.0,,0.0,28.43,14.7,0.8,7.88,6.53,4.91
Oct,15,17,6905,,1,1,1.0,15.6,21.76,,0.0,133.04,23.81,,0.0,23.01,14.7,0.8,7.88,6.53,4.91
Oct,15,18,6906,,1,1,1.0,11.1,21.17,,0.0,85.74,23.17,,0.0,13.3,14.7,0.8,7.88,6.53,4.91
Oct,15,19,6907,,1,1,1.0,10.6,21.01,,0.0,70.17,22.96,,0.0,10.76,14.7,0.8,7.88,6.53,4.91
Oct,15,20,6908,,1,1,1.0,9.4,20.75,,0.0,47.5,22.65,,0.0,7.09,14.7,0.8,7.88,6.53,4.91
Oct,15,21,6909,,1,1,1.0,9.4,20.62,,0.0,34.52,22.47,,0.0,5.15,14.7,0.8,7.88,6.53,4.91
Oct,15,22,6910,,1,1,0.77,7.2,20.68,,0.0,0.0,22.58,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,15,23,6911,,1,1,0.77,4.4,20.3,,0.0,0.0,22.17,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,15,24,6912,,1,1,0.77,6.1,20.26,,0.0,0.0,22.09,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,16,1,6913,,1,1,0.77,5.6,20.06,,1.74,0.0,22.0,,0.59,0.0,0.0,0.61,6.04,6.53,3.76
Oct,16,2,6914,,1,1,0.77,3.9,19.76,,5.65,0.0,22.0,,2.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,16,3,6915,,1,1,0.77,5.6,19.71,,5.97,0.0,22.0,,2.04,0.0,0.0,0.61,6.04,6.53,3.76
Oct,16,4,6916,,1,1,0.77,4.4,19.46,,8.79,0.0,22.0,,3.08,0.0,0.0,0.61,6.04,6.53,3.76
Oct,16,5,6917,,1,1,0.77,5.0,19.33,,9.68,0.0,22.0,,3.35,0.0,0.0,0.61,6.04,6.53,3.76
Oct,16,6,6918,,1,1,0.77,3.3,19.03,,12.65,0.0,22.0,,4.54,0.0,0.0,0.61,6.04,6.53,3.76
Oct,16,7,6919,,1,1,1.0,5.6,18.37,,125.52,0.0,22.0,,42.85,0.0,14.7,0.8,7.88,6.53,4.91
Oct,16,8,6920,,1,1,1.0,8.3,18.92,,74.79,0.0,22.0,,24.07,0.0,14.7,0.8,7.88,6.53,4.91
Oct,16,9,6921,,1,1,1.0,11.7,19.56,,23.48,0.0,22.0,,7.03,0.0,14.7,0.8,7.88,6.53,4.91
Oct,16,10,6922,,1,1,1.0,13.3,20.12,,0.0,16.27,22.22,,0.0,2.66,14.7,0.8,7.88,6.53,4.91
Oct,16,11,6923,,1,1,1.0,15.6,20.77,,0.0,60.29,22.82,,0.0,10.43,14.7,0.8,7.88,6.53,4.91
Oct,16,12,6924,,1,1,1.0,16.7,21.3,,0.0,95.71,23.3,,0.0,17.04,14.7,0.8,7.88,6.53,4.91
Oct,16,13,6925,,1,1,1.0,17.8,21.82,,0.0,130.64,23.78,,0.0,23.95,14.7,0.8,7.88,6.53,4.91
Oct,16,14,6926,,1,1,1.0,18.3,22.22,,0.0,140.15,24.0,,0.0,26.04,14.7,0.8,7.88,6.53,4.91
Oct,16,15,6927,,1,1,1.0,18.3,22.35,,0.0,135.73,24.0,,0.0,25.22,14.7,0.8,7.88,6.53,4.91
Oct,16,16,6928,,1,1,1.0,18.3,22.45,,0.0,130.8,24.0,,0.0,24.31,14.7,0.8,7.88,6.53,4.91
Oct,16,17,6929,,1,1,1.0,15.0,22.09,,0.0,125.74,23.8,,0.0,21.42,14.7,0.8,7.88,6.53,4.91
Oct,16,18,6930,,1,1,1.0,10.6,21.49,,0.0,84.94,23.16,,0.0,13.03,14.7,0.8,7.88,6.53,4.91
Oct,16,19,6931,,1,1,1.0,7.8,21.01,,0.0,46.84,22.64,,0.0,6.75,14.7,0.8,7.88,6.53,4.91
Oct,16,20,6932,,1,1,1.0,6.1,20.61,,0.0,15.01,22.2,,0.0,2.09,14.7,0.8,7.88,6.53,4.91
Oct,16,21,6933,,1,1,1.0,5.6,20.34,,7.79,0.0,22.0,,2.66,0.0,14.7,0.8,7.88,6.53,4.91
Oct,16,22,6934,,1,1,0.77,3.3,20.49,,0.0,0.0,22.09,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,16,23,6935,,1,1,0.77,5.0,20.42,,0.09,0.0,22.0,,0.03,0.0,0.0,0.61,6.04,6.53,3.76
Oct,16,24,6936,,1,1,0.77,5.6,20.29,,2.02,0.0,22.0,,0.69,0.0,0.0,0.61,6.04,6.53,3.76
Oct,17,1,6937,,1,1,0.77,3.9,19.98,,5.89,0.0,22.0,,2.09,0.0,0.0,0.61,6.04,6.53,3.76
Oct,17,2,6938,,1,1,0.77,3.9,19.79,,7.89,0.0,22.0,,2.8,0.0,0.0,0.61,6.04,6.53,3.76
Oct,17,3,6939,,1,1,0.77,3.3,19.55,,10.24,0.0,22.0,,3.68,0.0,0.0,0.61,6.04,6.53,3.76
Oct,17,4,6940,,1,1,0.77,2.8,19.32,,12.3,0.0,22.0,,4.47,0.0,0.0,0.61,6.04,6.53,3.76
Oct,17,5,6941,,1,1,0.77,3.9,19.21,,12.58,0.0,22.0,,4.46,0.0,0.0,0.61,6.04,6.53,3.76
Oct,17,6,6942,,1,1,0.77,3.9,19.03,,13.68,0.0,22.0,,4.85,0.0,0.0,0.61,6.04,6.53,3.76
Oct,17,7,6943,,1,1,1.0,5.6,18.34,,133.3,0.0,22.0,,45.5,0.0,14.7,0.8,7.88,6.53,4.91
Oct,17,8,6944,,1,1,1.0,9.4,19.08,,66.79,0.0,22.0,,21.0,0.0,14.7,0.8,7.88,6.53,4.91
Oct,17,9,6945,,1,1,1.0,12.2,19.66,,20.73,0.0,22.0,,6.14,0.0,14.7,0.8,7.88,6.53,4.91
Oct,17,10,6946,,1,1,1.0,14.4,20.26,,0.0,22.31,22.3,,0.0,3.74,14.7,0.8,7.88,6.53,4.91
Oct,17,11,6947,,1,1,1.0,15.6,20.79,,0.0,57.33,22.78,,0.0,9.92,14.7,0.8,7.88,6.53,4.91
Oct,17,12,6948,,1,1,1.0,17.8,21.47,,0.0,103.35,23.41,,0.0,18.94,14.7,0.8,7.88,6.53,4.91
Oct,17,13,6949,,1,1,1.0,18.3,21.95,,0.0,135.71,23.85,,0.0,25.22,14.7,0.8,7.88,6.53,4.91
Oct,17,14,6950,,1,1,1.0,19.4,22.45,,0.0,135.68,24.0,,0.0,26.0,14.7,0.8,7.88,6.53,4.91
Oct,17,15,6951,,1,1,1.0,20.0,22.69,,0.0,129.97,24.0,,0.0,25.34,14.7,0.8,7.88,6.53,4.91
Oct,17,16,6952,,1,1,1.0,19.4,22.77,,0.0,123.09,24.0,,0.0,23.59,14.7,0.8,7.88,6.53,4.91
Oct,17,17,6953,,1,1,1.0,17.2,22.56,,0.0,116.47,24.0,,0.0,21.01,14.7,0.8,7.88,6.53,4.91
Oct,17,18,6954,,1,1,1.0,13.3,22.07,,0.0,112.41,23.6,,0.0,18.36,14.7,0.8,7.88,6.53,4.91
Oct,17,19,6955,,1,1,1.0,10.6,21.65,,0.0,84.18,23.15,,0.0,12.91,14.7,0.8,7.88,6.53,4.91
Oct,17,20,6956,,1,1,1.0,8.9,21.31,,0.0,56.45,22.77,,0.0,8.34,14.7,0.8,7.88,6.53,4.91
Oct,17,21,6957,,1,1,1.0,10.6,21.37,,0.0,58.36,22.79,,0.0,8.95,14.7,0.8,7.88,6.53,4.91
Oct,17,22,6958,,1,1,0.77,5.0,21.14,,0.0,0.0,22.6,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,17,23,6959,,1,1,0.77,8.3,21.22,,0.0,0.0,22.65,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,17,24,6960,,1,1,0.77,7.8,21.05,,0.0,0.0,22.45,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,18,1,6961,,1,1,0.77,7.8,20.91,,0.0,0.0,22.29,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,18,2,6962,,1,1,0.77,7.8,20.77,,0.0,0.0,22.13,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,18,3,6963,,1,1,0.77,8.3,20.68,,0.0,0.0,22.01,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,18,4,6964,,1,1,0.77,7.8,20.52,,2.19,0.0,22.0,,0.71,0.0,0.0,0.61,6.04,6.53,3.76
Oct,18,5,6965,,1,1,0.77,7.8,20.39,,3.81,0.0,22.0,,1.24,0.0,0.0,0.61,6.04,6.53,3.76
Oct,18,6,6966,,1,1,0.77,7.2,20.21,,5.82,0.0,22.0,,1.92,0.0,0.0,0.61,6.04,6.53,3.76
Oct,18,7,6967,,1,1,1.0,8.9,19.66,,78.23,0.0,22.0,,24.86,0.0,14.7,0.8,7.88,6.53,4.91
Oct,18,8,6968,,1,1,1.0,11.7,20.29,,25.8,0.0,22.0,,7.73,0.0,14.7,0.8,7.88,6.53,4.91
Oct,18,9,6969,,1,1,1.0,15.0,20.97,,0.0,24.67,22.34,,0.0,4.2,14.7,0.8,7.88,6.53,4.91
Oct,18,10,6970,,1,1,1.0,17.8,21.65,,0.0,72.34,22.98,,0.0,13.26,14.7,0.8,7.88,6.53,4.91
Oct,18,11,6971,,1,1,1.0,20.6,22.44,,0.0,95.7,23.74,,0.0,18.93,14.7,0.8,7.88,6.53,4.91
Oct,18,12,6972,,1,1,1.0,22.8,22.99,,0.0,93.36,24.0,,0.0,19.54,14.7,0.8,7.88,6.53,4.91
Oct,18,13,6973,,1,1,1.0,24.4,23.55,,0.0,88.94,24.0,,0.0,19.44,14.7,0.8,7.88,6.53,4.91
Oct,18,14,6974,,1,1,1.0,25.0,24.0,,0.0,80.91,24.0,,0.0,17.98,14.7,0.8,7.88,6.53,4.91
Oct,18,15,6975,,1,1,1.0,25.6,24.37,,0.0,96.82,24.0,,0.0,21.82,14.7,0.8,7.88,6.53,4.91
Oct,18,16,6976,,1,1,1.0,24.4,24.48,,0.0,92.63,24.0,,0.0,20.24,14.7,0.8,7.88,6.53,4.91
Oct,18,17,6977,,1,1,1.0,20.6,24.15,,0.0,56.71,24.0,,0.0,11.22,14.7,0.8,7.88,6.53,4.91
Oct,18,18,6978,,1,1,1.0,16.7,23.7,,0.0,38.12,24.0,,0.0,6.79,14.7,0.8,7.88,6.53,4.91
Oct,18,19,6979,,1,1,1.0,16.1,23.6,,0.0,35.41,24.0,,0.0,6.2,14.7,0.8,7.88,6.53,4.91
Oct,18,20,6980,,1,1,1.0,10.6,22.86,,0.0,33.9,23.32,,0.0,5.2,14.7,0.8,7.88,6.53,4.91
Oct,18,21,6981,,1,1,1.0,9.4,22.55,,0.0,33.07,23.0,,0.0,4.94,14.7,0.8,7.88,6.53,4.91
Oct,18,22,6982,,1,1,0.77,12.2,23.08,,0.0,0.0,23.54,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,18,23,6983,,1,1,0.77,10.6,22.85,,0.0,0.0,23.3,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,18,24,6984,,1,1,0.77,11.1,22.77,,0.0,0.0,23.22,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,19,1,6985,,1,1,0.77,8.9,22.48,,0.0,0.0,22.92,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,19,2,6986,,1,1,0.77,8.9,22.34,,0.0,0.0,22.76,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,19,3,6987,,1,1,0.77,8.9,22.19,,0.0,0.0,22.61,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,19,4,6988,,1,1,0.77,10.6,22.19,,0.0,0.0,22.61,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,19,5,6989,,1,1,0.77,8.9,21.95,,0.0,0.0,22.35,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,19,6,6990,,1,1,0.77,8.9,21.81,,0.0,0.0,22.21,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,19,7,6991,,1,1,1.0,10.6,21.28,,25.83,0.0,22.0,,7.92,0.0,14.7,0.8,7.88,6.53,4.91
Oct,19,8,6992,,1,1,1.0,12.8,21.71,,0.0,7.86,22.11,,0.0,1.27,14.7,0.8,7.88,6.53,4.91
Oct,19,9,6993,,1,1,1.0,16.1,22.4,,0.0,28.72,22.79,,0.0,5.03,14.7,0.8,7.88,6.53,4.91
Oct,19,10,6994,,1,1,1.0,20.0,23.04,,0.0,28.02,23.42,,0.0,5.46,14.7,0.8,7.88,6.53,4.91
Oct,19,11,6995,,1,1,1.0,21.1,23.51,,0.0,27.33,23.88,,0.0,5.48,14.7,0.8,7.88,6.53,4.91
Oct,19,12,6996,,1,1,1.0,22.2,23.94,,0.0,26.67,24.0,,0.0,5.5,14.7,0.8,7.88,6.53,4.91
Oct,19,13,6997,,1,1,1.0,22.8,24.29,,0.0,45.2,24.0,,0.0,9.46,14.7,0.8,7.88,6.53,4.91
Oct,19,14,6998,,1,1,1.0,22.2,24.49,,0.0,53.63,24.0,,0.0,11.05,14.7,0.8,7.88,6.53,4.91
Oct,19,15,6999,,1,1,1.0,21.7,24.62,,0.0,57.19,24.0,,0.0,11.63,14.7,0.8,7.88,6.53,4.91
Oct,19,16,7000,,1,1,1.0,21.7,24.69,,0.0,55.69,24.0,,0.0,11.33,14.7,0.8,7.88,6.53,4.91
Oct,19,17,7001,,1,1,1.0,18.3,24.33,,0.0,23.15,24.0,,0.0,4.3,14.7,0.8,7.88,6.53,4.91
Oct,19,18,7002,,1,1,1.0,15.6,23.98,,3.2,0.0,23.93,,0.9,0.0,14.7,0.8,7.88,6.53,4.91
Oct,19,19,7003,,1,1,1.0,15.0,23.85,,3.12,0.0,23.8,,0.87,0.0,14.7,0.8,7.88,6.53,4.91
Oct,19,20,7004,,1,1,1.0,13.9,23.64,,3.04,0.0,23.59,,0.87,0.0,14.7,0.8,7.88,6.53,4.91
Oct,19,21,7005,,1,1,1.0,12.2,23.33,,2.97,0.0,23.28,,0.88,0.0,14.7,0.8,7.88,6.53,4.91
Oct,19,22,7006,,1,1,0.77,13.3,23.66,,0.0,0.0,23.61,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,19,23,7007,,1,1,0.77,12.8,23.54,,0.0,0.0,23.49,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,19,24,7008,,1,1,0.77,10.0,23.21,,0.0,0.0,23.16,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,20,1,7009,,1,1,0.77,7.8,22.89,,0.0,0.0,22.84,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,20,2,7010,,1,1,0.77,7.8,22.72,,0.0,0.0,22.67,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,20,3,7011,,1,1,0.77,6.7,22.46,,0.0,0.0,22.41,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,20,4,7012,,1,1,0.77,6.1,22.22,,0.0,0.0,22.18,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,20,5,7013,,1,1,0.77,7.2,22.12,,0.0,0.0,22.08,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,20,6,7014,,1,1,0.77,3.3,21.63,,5.07,0.0,22.0,,1.82,0.0,0.0,0.61,6.04,6.53,3.76
Oct,20,7,7015,,1,1,1.0,5.6,20.85,,84.35,0.0,22.0,,28.79,0.0,14.7,0.8,7.88,6.53,4.91
Oct,20,8,7016,,1,1,1.0,8.9,21.45,,30.58,0.0,22.0,,9.72,0.0,14.7,0.8,7.88,6.53,4.91
Oct,20,9,7017,,1,1,1.0,10.6,21.83,,0.0,0.31,22.0,,0.0,0.05,14.7,0.8,7.88,6.53,4.91
Oct,20,10,7018,,1,1,1.0,12.2,22.3,,0.0,12.6,22.48,,0.0,2.01,14.7,0.8,7.88,6.53,4.91
Oct,20,11,7019,,1,1,1.0,13.9,22.57,,0.0,12.29,22.74,,0.0,2.04,14.7,0.8,7.88,6.53,4.91
Oct,20,12,7020,,1,1,1.0,15.6,22.92,,0.0,11.99,23.08,,0.0,2.07,14.7,0.8,7.88,6.53,4.91
Oct,20,13,7021,,1,1,1.0,17.8,23.38,,0.0,11.69,23.54,,0.0,2.14,14.7,0.8,7.88,6.53,4.91
Oct,20,14,7022,,1,1,1.0,18.9,23.7,,0.0,11.41,23.85,,0.0,2.16,14.7,0.8,7.88,6.53,4.91
Oct,20,15,7023,,1,1,1.0,20.0,23.99,,0.0,11.13,24.0,,0.0,2.17,14.7,0.8,7.88,6.53,4.91
Oct,20,16,7024,,1,1,1.0,19.4,24.03,,0.0,11.79,24.0,,0.0,2.26,14.7,0.8,7.88,6.53,4.91
Oct,20,17,7025,,1,1,1.0,17.2,23.8,,0.0,8.14,23.91,,0.0,1.47,14.7,0.8,7.88,6.53,4.91
Oct,20,18,7026,,1,1,1.0,13.3,23.27,,0.0,7.94,23.38,,0.0,1.3,14.7,0.8,7.88,6.53,4.91
Oct,20,19,7027,,1,1,1.0,8.9,22.61,,0.0,7.74,22.72,,0.0,1.14,14.7,0.8,7.88,6.53,4.91
Oct,20,20,7028,,1,1,1.0,7.8,22.28,,0.0,7.56,22.39,,0.0,1.09,14.7,0.8,7.88,6.53,4.91
Oct,20,21,7029,,1,1,1.0,10.6,22.43,,0.0,7.37,22.54,,0.0,1.13,14.7,0.8,7.88,6.53,4.91
Oct,20,22,7030,,1,1,0.77,7.8,22.46,,0.0,0.0,22.57,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,20,23,7031,,1,1,0.77,11.1,22.57,,0.0,0.0,22.67,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,20,24,7032,,1,1,0.77,11.1,22.47,,0.0,0.0,22.57,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,21,1,7033,,1,1,0.77,10.6,22.32,,0.0,0.0,22.42,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,21,2,7034,,1,1,0.77,11.1,22.25,,0.0,0.0,22.35,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,21,3,7035,,1,1,0.77,7.2,21.83,,0.94,0.0,22.0,,0.31,0.0,0.0,0.61,6.04,6.53,3.76
Oct,21,4,7036,,1,1,0.77,3.9,21.39,,6.2,0.0,22.0,,2.2,0.0,0.0,0.61,6.04,6.53,3.76
Oct,21,5,7037,,1,1,0.77,3.9,21.17,,8.17,0.0,22.0,,2.9,0.0,0.0,0.61,6.04,6.53,3.76
Oct,21,6,7038,,1,1,0.77,5.0,21.05,,8.75,0.0,22.0,,3.03,0.0,0.0,0.61,6.04,6.53,3.76
Oct,21,7,7039,,1,1,1.0,5.0,20.11,,116.92,0.0,22.0,,40.46,0.0,14.7,0.8,7.88,6.53,4.91
Oct,21,8,7040,,1,1,1.0,8.3,20.67,,63.42,0.0,22.0,,20.41,0.0,14.7,0.8,7.88,6.53,4.91
Oct,21,9,7041,,1,1,1.0,12.2,21.31,,10.31,0.0,22.0,,3.06,0.0,14.7,0.8,7.88,6.53,4.91
Oct,21,10,7042,,1,1,1.0,16.7,22.16,,0.0,40.59,22.71,,0.0,7.22,14.7,0.8,7.88,6.53,4.91
Oct,21,11,7043,,1,1,1.0,20.0,22.78,,0.0,39.6,23.31,,0.0,7.72,14.7,0.8,7.88,6.53,4.91
Oct,21,12,7044,,1,1,1.0,22.2,23.34,,0.0,38.64,23.86,,0.0,7.96,14.7,0.8,7.88,6.53,4.91
Oct,21,13,7045,,1,1,1.0,22.8,23.72,,0.0,37.69,24.0,,0.0,7.89,14.7,0.8,7.88,6.53,4.91
Oct,21,14,7046,,1,1,1.0,22.8,24.01,,0.0,35.7,24.0,,0.0,7.47,14.7,0.8,7.88,6.53,4.91
Oct,21,15,7047,,1,1,1.0,22.2,24.19,,0.0,43.77,24.0,,0.0,9.02,14.7,0.8,7.88,6.53,4.91
Oct,21,16,7048,,1,1,1.0,20.6,24.13,,0.0,34.06,24.0,,0.0,6.74,14.7,0.8,7.88,6.53,4.91
Oct,21,17,7049,,1,1,1.0,18.3,23.88,,0.0,20.06,24.0,,0.0,3.73,14.7,0.8,7.88,6.53,4.91
Oct,21,18,7050,,1,1,1.0,15.6,23.54,,0.0,18.32,23.79,,0.0,3.17,14.7,0.8,7.88,6.53,4.91
Oct,21,19,7051,,1,1,1.0,13.3,23.2,,0.0,17.87,23.44,,0.0,2.92,14.7,0.8,7.88,6.53,4.91
Oct,21,20,7052,,1,1,1.0,13.9,23.18,,0.0,17.44,23.42,,0.0,2.89,14.7,0.8,7.88,6.53,4.91
Oct,21,21,7053,,1,1,1.0,13.9,23.1,,0.0,17.01,23.33,,0.0,2.82,14.7,0.8,7.88,6.53,4.91
Oct,21,22,7054,,1,1,0.77,12.2,23.15,,0.0,0.0,23.39,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,21,23,7055,,1,1,0.77,11.1,22.97,,0.0,0.0,23.2,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,21,24,7056,,1,1,0.77,10.0,22.76,,0.0,0.0,22.99,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,22,1,7057,,1,1,0.77,9.4,22.58,,0.0,0.0,22.81,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,22,2,7058,,1,1,0.77,7.8,22.31,,0.0,0.0,22.53,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,22,3,7059,,1,1,0.77,7.2,22.1,,0.0,0.0,22.32,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,22,4,7060,,1,1,0.77,6.1,21.84,,0.0,0.0,22.05,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Oct,22,5,7061,,1,1,0.77,6.7,21.7,,1.06,0.0,22.0,,0.35,0.0,0.0,0.61,6.04,6.53,3.76
Oct,22,6,7062,,1,1,0.77,5.0,21.39,,4.81,0.0,22.0,,1.66,0.0,0.0,0.61,6.04,6.53,3.76
Oct,22,7,7063,,1,1,1.0,6.7,20.61,,84.11,0.0,22.0,,28.02,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,8,7064,,1,1,1.0,6.7,20.63,,73.56,0.0,22.0,,24.5,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,9,7065,,1,1,1.0,5.6,20.33,,88.64,0.0,22.0,,30.26,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,10,7066,,1,1,1.0,5.0,20.09,,97.19,0.0,22.0,,33.63,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,11,7067,,1,1,1.0,5.6,20.0,,94.13,0.0,22.0,,32.13,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,12,7068,,1,1,1.0,5.0,19.77,,101.34,0.0,22.0,,35.07,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,13,7069,,1,1,1.0,5.0,19.61,,103.39,0.0,22.0,,35.78,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,14,7070,,1,1,1.0,5.0,19.45,,106.06,0.0,22.0,,36.7,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,15,7071,,1,1,1.0,5.0,19.27,,109.48,0.0,22.0,,37.88,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,16,7072,,1,1,1.0,4.4,19.0,,119.37,0.0,22.0,,41.84,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,17,7073,,1,1,1.0,4.4,18.79,,124.0,0.0,22.0,,43.47,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,18,7074,,1,1,1.0,4.4,18.58,,128.11,0.0,22.0,,44.91,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,19,7075,,1,1,1.0,3.9,18.32,,136.26,0.0,22.0,,48.29,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,20,7076,,1,1,1.0,3.9,18.11,,139.49,0.0,22.0,,49.43,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,21,7077,,1,1,1.0,3.9,17.91,,142.29,0.0,22.0,,50.43,0.0,14.7,0.8,7.88,6.53,4.91
Oct,22,22,7078,,1,1,0.77,3.9,18.23,,16.36,0.0,22.0,,5.8,0.0,0.0,0.61,6.04,6.53,3.76
Oct,22,23,7079,,1,1,0.77,3.9,18.07,,16.95,0.0,22.0,,6.01,0.0,0.0,0.61,6.04,6.53,3.76
Oct,22,24,7080,,1,1,0.77,3.9,17.91,,17.46,0.0,22.0,,6.19,0.0,0.0,0.61,6.04,6.53,3.76
Oct,23,1,7081,,1,1,0.77,4.4,17.8,,17.4,0.0,22.0,,6.1,0.0,0.0,0.61,6.04,6.53,3.76
Oct,23,2,7082,,1,1,0.77,3.9,17.62,,18.24,0.0,22.0,,6.46,0.0,0.0,0.61,6.04,6.53,3.76
Oct,23,3,7083,,1,1,0.77,4.4,17.51,,18.07,0.0,22.0,,6.33,0.0,0.0,0.61,6.04,6.53,3.76
Oct,23,4,7084,,1,1,0.77,4.4,17.38,,18.32,0.0,22.0,,6.42,0.0,0.0,0.61,6.04,6.53,3.76
Oct,23,5,7085,,1,1,0.77,4.4,17.24,,18.53,0.0,22.0,,6.5,0.0,0.0,0.61,6.04,6.53,3.76
Oct,23,6,7086,,1,1,0.77,4.4,17.11,,18.71,0.0,22.0,,6.56,0.0,0.0,0.61,6.04,6.53,3.76
