Month,Day,Hour,Hour_simulation,Unnamed: 4,"Day_type(0,1)","Building_opening_hours(0,1)","Building_use_intensity(0,1)",External temperture (ºC),Indoor_temperature.FF_θair(ºC) ,Unnamed: 10,Heating_thermal_load(kW),Cooling_thermal_load(kW),Indoor_temperature.Set-point_θair(ºC) ,Unnamed: 14,Energy_Heating(kW),Energy_Cooling(kW),Energy_Ventilation(kW),Hot_water(kW),Lighting(kW),Building_background/standby(kW),Others(kW)
Jan,1,1,1,,1,1,0.77,-18.0,14.96,,86.25,0.0,22.0,,43.87,0.0,0.0,0.61,6.04,6.53,3.76
Jan,1,2,2,,1,1,0.77,-16.6,14.57,,80.96,0.0,22.0,,39.82,0.0,0.0,0.61,6.04,6.53,3.76
Jan,1,3,3,,1,1,0.77,-15.3,14.2,,76.17,0.0,22.0,,36.35,0.0,0.0,0.61,6.04,6.53,3.76
Jan,1,4,4,,1,1,0.77,-14.4,13.83,,72.13,0.0,22.0,,33.63,0.0,0.0,0.61,6.04,6.53,3.76
Jan,1,5,5,,1,1,0.77,-13.0,13.53,,67.93,0.0,22.0,,30.52,0.0,0.0,0.61,6.04,6.53,3.76
Jan,1,6,6,,1,1,0.77,-11.1,13.3,,63.47,0.0,22.0,,27.17,0.0,0.0,0.61,6.04,6.53,3.76
Jan,1,7,7,,1,1,1.0,-9.7,11.94,,455.69,0.0,22.0,,171.75,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,8,8,,1,1,1.0,-7.7,11.98,,409.62,0.0,22.0,,157.72,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,9,9,,1,1,1.0,-5.9,11.96,,373.5,0.0,22.0,,145.05,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,10,10,,1,1,1.0,-2.2,12.46,,303.77,0.0,22.0,,141.14,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,11,11,,1,1,1.0,1.4,13.04,,237.75,0.0,22.0,,89.15,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,12,12,,1,1,1.0,2.8,13.41,,194.02,0.0,22.0,,70.46,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,13,13,,1,1,1.0,4.4,13.74,,159.31,0.0,22.0,,55.84,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,14,14,,1,1,1.0,3.3,13.78,,149.7,0.0,22.0,,53.76,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,15,15,,1,1,1.0,3.9,13.9,,135.32,0.0,22.0,,47.96,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,16,16,,1,1,1.0,2.2,13.69,,146.84,0.0,22.0,,54.06,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,17,17,,1,1,1.0,-0.6,13.15,,181.41,0.0,22.0,,71.71,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,18,18,,1,1,1.0,-2.2,12.76,,201.68,0.0,22.0,,84.2,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,19,19,,1,1,1.0,-5.0,12.18,,233.36,0.0,22.0,,108.04,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,20,20,,1,1,1.0,-5.6,11.83,,245.06,0.0,22.0,,101.89,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,21,21,,1,1,1.0,-6.1,11.49,,255.31,0.0,22.0,,107.44,0.0,14.7,0.8,7.88,6.53,4.91
Jan,1,22,22,,1,1,0.77,-6.1,11.9,,30.26,0.0,22.0,,12.73,0.0,0.0,0.61,6.04,6.53,3.76
Jan,1,23,23,,1,1,0.77,-6.1,11.67,,31.25,0.0,22.0,,13.15,0.0,0.0,0.61,6.04,6.53,3.76
Jan,1,24,24,,1,1,0.77,-5.0,11.54,,31.0,0.0,22.0,,14.35,0.0,0.0,0.61,6.04,6.53,3.76
Jan,2,1,25,,1,1,0.77,-5.0,11.34,,31.64,0.0,22.0,,14.65,0.0,0.0,0.61,6.04,6.53,3.76
Jan,2,2,26,,1,1,0.77,-5.6,11.09,,32.8,0.0,22.0,,13.64,0.0,0.0,0.61,6.04,6.53,3.76
Jan,2,3,27,,1,1,0.77,-5.0,10.94,,32.72,0.0,22.0,,15.15,0.0,0.0,0.61,6.04,6.53,3.76
Jan,2,4,28,,1,1,0.77,-6.7,10.61,,34.85,0.0,22.0,,14.88,0.0,0.0,0.61,6.04,6.53,3.76
Jan,2,5,29,,1,1,0.77,-5.6,10.49,,34.24,0.0,22.0,,14.24,0.0,0.0,0.61,6.04,6.53,3.76
Jan,2,6,30,,1,1,0.77,-6.1,10.25,,35.09,0.0,22.0,,14.77,0.0,0.0,0.61,6.04,6.53,3.76
Jan,2,7,31,,1,1,1.0,-4.4,9.48,,288.22,0.0,22.0,,138.95,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,8,32,,1,1,1.0,-2.8,9.67,,257.69,0.0,22.0,,109.9,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,9,33,,1,1,1.0,-1.7,9.74,,239.63,0.0,22.0,,98.32,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,10,34,,1,1,1.0,2.2,10.37,,182.95,0.0,22.0,,67.35,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,11,35,,1,1,1.0,5.6,11.15,,121.68,0.0,22.0,,41.53,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,12,36,,1,1,1.0,8.9,11.82,,75.7,0.0,22.0,,24.05,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,13,37,,1,1,1.0,9.4,12.2,,55.29,0.0,22.0,,17.38,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,14,38,,1,1,1.0,9.4,12.44,,47.54,0.0,22.0,,14.95,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,15,39,,1,1,1.0,10.0,12.8,,32.14,0.0,22.0,,9.98,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,16,40,,1,1,1.0,7.8,12.66,,54.95,0.0,22.0,,17.87,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,17,41,,1,1,1.0,6.7,12.51,,75.08,0.0,22.0,,25.01,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,18,42,,1,1,1.0,5.0,12.29,,97.61,0.0,22.0,,33.78,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,19,43,,1,1,1.0,1.1,11.76,,140.81,0.0,22.0,,53.17,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,20,44,,1,1,1.0,0.0,11.51,,158.8,0.0,22.0,,61.55,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,21,45,,1,1,1.0,-1.7,11.16,,181.98,0.0,22.0,,74.67,0.0,14.7,0.8,7.88,6.53,4.91
Jan,2,22,46,,1,1,0.77,-1.1,11.49,,19.96,0.0,22.0,,8.02,0.0,0.0,0.61,6.04,6.53,3.76
Jan,2,23,47,,1,1,0.77,0.6,11.51,,19.48,0.0,22.0,,7.44,0.0,0.0,0.61,6.04,6.53,3.76
Jan,2,24,48,,1,1,0.77,0.0,11.36,,21.01,0.0,22.0,,8.14,0.0,0.0,0.61,6.04,6.53,3.76
Jan,3,1,49,,1,1,0.77,-0.6,11.21,,22.47,0.0,22.0,,8.88,0.0,0.0,0.61,6.04,6.53,3.76
Jan,3,2,50,,1,1,0.77,-0.6,11.1,,23.26,0.0,22.0,,9.2,0.0,0.0,0.61,6.04,6.53,3.76
Jan,3,3,51,,1,1,0.77,-1.1,10.95,,24.45,0.0,22.0,,9.83,0.0,0.0,0.61,6.04,6.53,3.76
Jan,3,4,52,,1,1,0.77,-1.7,10.78,,25.69,0.0,22.0,,10.54,0.0,0.0,0.61,6.04,6.53,3.76
Jan,3,5,53,,1,1,0.77,-1.7,10.66,,26.3,0.0,22.0,,10.79,0.0,0.0,0.61,6.04,6.53,3.76
Jan,3,6,54,,1,1,0.77,-1.1,10.58,,26.22,0.0,22.0,,10.54,0.0,0.0,0.61,6.04,6.53,3.76
Jan,3,7,55,,1,1,1.0,-1.1,9.9,,235.78,0.0,22.0,,94.78,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,8,56,,1,1,1.0,-0.6,10.01,,217.59,0.0,22.0,,86.02,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,9,57,,1,1,1.0,3.3,10.49,,174.24,0.0,22.0,,62.57,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,10,58,,1,1,1.0,5.6,10.94,,138.06,0.0,22.0,,47.13,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,11,59,,1,1,1.0,6.1,11.37,,107.72,0.0,22.0,,36.36,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,12,60,,1,1,1.0,6.7,11.85,,77.27,0.0,22.0,,25.74,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,13,61,,1,1,1.0,5.6,12.05,,70.51,0.0,22.0,,24.07,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,14,62,,1,1,1.0,4.6,12.17,,69.47,0.0,22.0,,24.25,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,15,63,,1,1,1.0,2.3,12.01,,89.44,0.0,22.0,,32.85,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,16,64,,1,1,1.0,-0.3,11.63,,123.17,0.0,22.0,,48.21,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,17,65,,1,1,1.0,-3.0,11.11,,163.45,0.0,22.0,,70.21,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,18,66,,1,1,1.0,-5.8,10.55,,201.74,0.0,22.0,,84.28,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,19,67,,1,1,1.0,-5.6,10.33,,211.62,0.0,22.0,,87.98,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,20,68,,1,1,1.0,-7.2,9.88,,236.75,0.0,22.0,,102.38,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,21,69,,1,1,1.0,-8.8,9.4,,261.35,0.0,22.0,,121.79,0.0,14.7,0.8,7.88,6.53,4.91
Jan,3,22,70,,1,1,0.77,-9.9,9.74,,31.42,0.0,22.0,,14.57,0.0,0.0,0.61,6.04,6.53,3.76
Jan,3,23,71,,1,1,0.77,-11.4,9.36,,34.64,0.0,22.0,,14.94,0.0,0.0,0.61,6.04,6.53,3.76
Jan,3,24,72,,1,1,0.77,-12.4,9.0,,37.26,0.0,22.0,,16.48,0.0,0.0,0.61,6.04,6.53,3.76
Jan,4,1,73,,1,1,0.77,-13.5,8.62,,39.85,0.0,22.0,,18.14,0.0,0.0,0.61,6.04,6.53,3.76
Jan,4,2,74,,1,1,0.77,-16.2,8.09,,43.97,0.0,22.0,,21.42,0.0,0.0,0.61,6.04,6.53,3.76
Jan,4,3,75,,1,1,0.77,-16.2,7.75,,45.41,0.0,22.0,,22.13,0.0,0.0,0.61,6.04,6.53,3.76
Jan,4,4,76,,1,1,0.77,-14.7,7.53,,45.13,0.0,22.0,,21.21,0.0,0.0,0.61,6.04,6.53,3.76
Jan,4,5,77,,1,1,0.77,-14.2,7.27,,45.57,0.0,22.0,,21.13,0.0,0.0,0.61,6.04,6.53,3.76
Jan,4,6,78,,1,1,0.77,-13.3,7.05,,45.42,0.0,22.0,,20.57,0.0,0.0,0.61,6.04,6.53,3.76
Jan,4,7,79,,1,1,1.0,-11.8,5.98,,376.61,0.0,22.0,,169.05,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,8,80,,1,1,1.0,-9.1,6.24,,335.15,0.0,22.0,,167.55,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,9,81,,1,1,1.0,-5.9,6.49,,299.31,0.0,22.0,,139.36,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,10,82,,1,1,1.0,-0.5,7.14,,238.83,0.0,22.0,,94.1,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,11,83,,1,1,1.0,3.3,7.68,,193.81,0.0,22.0,,69.6,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,12,84,,1,1,1.0,3.8,7.9,,176.96,0.0,22.0,,62.85,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,13,85,,1,1,1.0,8.0,8.56,,130.12,0.0,22.0,,42.14,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,14,86,,1,1,1.0,9.6,8.96,,106.95,0.0,22.0,,33.49,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,15,87,,1,1,1.0,11.1,9.37,,85.46,0.0,22.0,,25.92,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,16,88,,1,1,1.0,10.0,9.44,,91.73,0.0,22.0,,28.49,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,17,89,,1,1,1.0,7.2,9.23,,117.17,0.0,22.0,,38.6,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,18,90,,1,1,1.0,7.2,9.33,,117.09,0.0,22.0,,38.58,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,19,91,,1,1,1.0,6.1,9.28,,127.36,0.0,22.0,,42.99,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,20,92,,1,1,1.0,7.2,9.49,,117.5,0.0,22.0,,38.71,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,21,93,,1,1,1.0,6.1,9.44,,127.71,0.0,22.0,,43.11,0.0,14.7,0.8,7.88,6.53,4.91
Jan,4,22,94,,1,1,0.77,5.6,9.44,,15.37,0.0,22.0,,5.25,0.0,0.0,0.61,6.04,6.53,3.76
Jan,4,23,95,,1,1,0.77,5.0,9.42,,16.31,0.0,22.0,,5.64,0.0,0.0,0.61,6.04,6.53,3.76
Jan,4,24,96,,1,1,0.77,10.0,9.86,,11.6,0.0,22.0,,3.6,0.0,0.0,0.61,6.04,6.53,3.76
Jan,5,1,97,,1,1,0.77,5.0,9.56,,16.5,0.0,22.0,,5.71,0.0,0.0,0.61,6.04,6.53,3.76
Jan,5,2,98,,1,1,0.77,10.6,10.05,,11.15,0.0,22.0,,3.42,0.0,0.0,0.61,6.04,6.53,3.76
Jan,5,3,99,,1,1,0.77,11.1,10.21,,10.41,0.0,22.0,,3.16,0.0,0.0,0.61,6.04,6.53,3.76
Jan,5,4,100,,1,1,0.77,9.4,10.19,,11.89,0.0,22.0,,3.74,0.0,0.0,0.61,6.04,6.53,3.76
Jan,5,5,101,,1,1,0.77,9.4,10.28,,11.83,0.0,22.0,,3.72,0.0,0.0,0.61,6.04,6.53,3.76
Jan,5,6,102,,1,1,0.77,9.4,10.38,,11.78,0.0,22.0,,3.7,0.0,0.0,0.61,6.04,6.53,3.76
Jan,5,7,103,,1,1,1.0,5.0,9.85,,154.17,0.0,22.0,,53.35,0.0,14.7,0.8,7.88,6.53,4.91
Jan,5,8,104,,1,1,1.0,10.0,10.73,,90.07,0.0,22.0,,27.97,0.0,14.7,0.8,7.88,6.53,4.91
Jan,5,9,105,,1,1,1.0,8.9,11.0,,78.75,0.0,22.0,,25.02,0.0,14.7,0.8,7.88,6.53,4.91
Jan,5,10,106,,1,1,1.0,12.8,11.94,,18.41,0.0,22.0,,5.39,0.0,14.7,0.8,7.88,6.53,4.91
Jan,5,11,107,,1,1,1.0,12.8,12.46,,0.0,3.91,22.05,,0.0,0.63,14.7,0.8,7.88,6.53,4.91
Jan,5,12,108,,1,1,1.0,15.0,13.29,,0.0,48.18,22.66,,0.0,8.21,14.7,0.8,7.88,6.53,4.91
Jan,5,13,109,,1,1,1.0,14.4,13.76,,0.0,65.46,22.89,,0.0,10.99,14.7,0.8,7.88,6.53,4.91
Jan,5,14,110,,1,1,1.0,12.8,14.03,,0.0,69.41,22.94,,0.0,11.2,14.7,0.8,7.88,6.53,4.91
Jan,5,15,111,,1,1,1.0,10.0,13.96,,0.0,47.62,22.65,,0.0,7.2,14.7,0.8,7.88,6.53,4.91
Jan,5,16,112,,1,1,1.0,8.3,13.9,,0.0,28.05,22.38,,0.0,4.09,14.7,0.8,7.88,6.53,4.91
Jan,5,17,113,,1,1,1.0,5.6,13.52,,15.47,0.0,22.0,,5.28,0.0,14.7,0.8,7.88,6.53,4.91
Jan,5,18,114,,1,1,1.0,5.6,13.47,,32.04,0.0,22.0,,10.94,0.0,14.7,0.8,7.88,6.53,4.91
Jan,5,19,115,,1,1,1.0,3.9,13.21,,62.34,0.0,22.0,,22.09,0.0,14.7,0.8,7.88,6.53,4.91
Jan,5,20,116,,1,1,1.0,3.3,13.05,,81.23,0.0,22.0,,29.17,0.0,14.7,0.8,7.88,6.53,4.91
Jan,5,21,117,,1,1,1.0,1.7,12.75,,108.05,0.0,22.0,,40.24,0.0,14.7,0.8,7.88,6.53,4.91
Jan,5,22,118,,1,1,0.77,0.0,12.85,,12.18,0.0,22.0,,4.72,0.0,0.0,0.61,6.04,6.53,3.76
Jan,5,23,119,,1,1,0.77,0.6,12.77,,13.62,0.0,22.0,,5.2,0.0,0.0,0.61,6.04,6.53,3.76
Jan,5,24,120,,1,1,0.77,0.0,12.6,,15.94,0.0,22.0,,6.18,0.0,0.0,0.61,6.04,6.53,3.76
Jan,6,1,121,,1,1,0.77,0.0,12.47,,17.48,0.0,22.0,,6.78,0.0,0.0,0.61,6.04,6.53,3.76
Jan,6,2,122,,1,1,0.77,1.1,12.44,,17.69,0.0,22.0,,6.68,0.0,0.0,0.61,6.04,6.53,3.76
Jan,6,3,123,,1,1,0.77,0.6,12.3,,19.25,0.0,22.0,,7.36,0.0,0.0,0.61,6.04,6.53,3.76
Jan,6,4,124,,1,1,0.77,0.0,12.14,,20.81,0.0,22.0,,8.07,0.0,0.0,0.61,6.04,6.53,3.76
Jan,6,5,125,,1,1,0.77,-0.6,11.97,,22.29,0.0,22.0,,8.81,0.0,0.0,0.61,6.04,6.53,3.76
Jan,6,6,126,,1,1,0.77,0.0,11.89,,22.5,0.0,22.0,,8.72,0.0,0.0,0.61,6.04,6.53,3.76
Jan,6,7,127,,1,1,1.0,-0.6,11.12,,217.69,0.0,22.0,,86.06,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,8,128,,1,1,1.0,-0.6,11.15,,205.63,0.0,22.0,,81.29,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,9,129,,1,1,1.0,-0.6,11.22,,192.13,0.0,22.0,,75.95,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,10,130,,1,1,1.0,0.0,11.43,,170.0,0.0,22.0,,65.89,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,11,131,,1,1,1.0,0.0,11.74,,143.37,0.0,22.0,,55.57,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,12,132,,1,1,1.0,1.1,12.12,,113.98,0.0,22.0,,43.04,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,13,133,,1,1,1.0,1.7,12.45,,92.33,0.0,22.0,,34.38,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,14,134,,1,1,1.0,1.1,12.58,,86.96,0.0,22.0,,32.84,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,15,135,,1,1,1.0,1.7,12.78,,77.59,0.0,22.0,,28.89,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,16,136,,1,1,1.0,0.6,12.67,,92.13,0.0,22.0,,35.2,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,17,137,,1,1,1.0,-0.6,12.3,,123.37,0.0,22.0,,48.77,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,18,138,,1,1,1.0,-1.7,11.99,,146.81,0.0,22.0,,60.24,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,19,139,,1,1,1.0,-3.3,11.6,,173.72,0.0,22.0,,75.44,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,20,140,,1,1,1.0,-4.4,11.24,,195.16,0.0,22.0,,88.29,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,21,141,,1,1,1.0,-6.1,10.79,,221.3,0.0,22.0,,93.13,0.0,14.7,0.8,7.88,6.53,4.91
Jan,6,22,142,,1,1,0.77,-7.8,11.04,,26.83,0.0,22.0,,11.78,0.0,0.0,0.61,6.04,6.53,3.76
Jan,6,23,143,,1,1,0.77,-7.8,10.8,,28.67,0.0,22.0,,12.59,0.0,0.0,0.61,6.04,6.53,3.76
Jan,6,24,144,,1,1,0.77,-8.9,10.47,,31.38,0.0,22.0,,14.17,0.0,0.0,0.61,6.04,6.53,3.76
Jan,7,1,145,,1,1,0.77,-8.9,10.21,,32.86,0.0,22.0,,14.84,0.0,0.0,0.61,6.04,6.53,3.76
Jan,7,2,146,,1,1,0.77,-8.3,10.02,,33.53,0.0,22.0,,14.91,0.0,0.0,0.61,6.04,6.53,3.76
Jan,7,3,147,,1,1,0.77,-10.6,9.59,,36.91,0.0,22.0,,15.61,0.0,0.0,0.61,6.04,6.53,3.76
Jan,7,4,148,,1,1,0.77,-12.2,9.19,,39.64,0.0,22.0,,17.44,0.0,0.0,0.61,6.04,6.53,3.76
Jan,7,5,149,,1,1,0.77,-13.9,8.76,,42.48,0.0,22.0,,19.54,0.0,0.0,0.61,6.04,6.53,3.76
Jan,7,6,150,,1,1,0.77,-12.8,8.54,,42.48,0.0,22.0,,18.98,0.0,0.0,0.61,6.04,6.53,3.76
Jan,7,7,151,,1,1,1.0,-12.8,7.21,,373.76,0.0,22.0,,175.55,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,8,152,,1,1,1.0,-2.8,8.3,,269.44,0.0,22.0,,114.91,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,9,153,,1,1,1.0,-0.6,8.48,,244.25,0.0,22.0,,96.56,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,10,154,,1,1,1.0,1.1,8.66,,221.91,0.0,22.0,,83.8,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,11,155,,1,1,1.0,2.8,8.9,,198.23,0.0,22.0,,71.99,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,12,156,,1,1,1.0,5.0,9.25,,169.64,0.0,22.0,,58.7,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,13,157,,1,1,1.0,5.6,9.43,,156.26,0.0,22.0,,53.34,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,14,158,,1,1,1.0,5.0,9.45,,155.82,0.0,22.0,,53.92,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,15,159,,1,1,1.0,5.0,9.52,,152.16,0.0,22.0,,52.65,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,16,160,,1,1,1.0,4.4,9.49,,156.1,0.0,22.0,,54.72,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,17,161,,1,1,1.0,5.0,9.58,,150.6,0.0,22.0,,52.11,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,18,162,,1,1,1.0,5.6,9.7,,144.28,0.0,22.0,,49.25,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,19,163,,1,1,1.0,5.0,9.67,,149.03,0.0,22.0,,51.57,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,20,164,,1,1,1.0,4.4,9.62,,154.21,0.0,22.0,,54.06,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,21,165,,1,1,1.0,2.2,9.36,,174.83,0.0,22.0,,64.36,0.0,14.7,0.8,7.88,6.53,4.91
Jan,7,22,166,,1,1,0.77,-0.6,9.26,,23.58,0.0,22.0,,9.32,0.0,0.0,0.61,6.04,6.53,3.76
Jan,7,23,167,,1,1,0.77,0.0,9.24,,23.61,0.0,22.0,,9.15,0.0,0.0,0.61,6.04,6.53,3.76
Jan,7,24,168,,1,1,0.77,1.7,9.32,,22.39,0.0,22.0,,8.34,0.0,0.0,0.61,6.04,6.53,3.76
Jan,8,1,169,,1,1,0.77,1.7,9.28,,22.67,0.0,22.0,,8.44,0.0,0.0,0.61,6.04,6.53,3.76
Jan,8,2,170,,1,1,0.77,1.1,9.2,,23.51,0.0,22.0,,8.88,0.0,0.0,0.61,6.04,6.53,3.76
Jan,8,3,171,,1,1,0.77,-0.6,9.02,,25.5,0.0,22.0,,10.08,0.0,0.0,0.61,6.04,6.53,3.76
Jan,8,4,172,,1,1,0.77,-1.7,8.85,,26.99,0.0,22.0,,11.07,0.0,0.0,0.61,6.04,6.53,3.76
Jan,8,5,173,,1,1,0.77,-3.3,8.63,,29.04,0.0,22.0,,12.61,0.0,0.0,0.61,6.04,6.53,3.76
Jan,8,6,174,,1,1,0.77,-3.3,8.52,,29.56,0.0,22.0,,12.84,0.0,0.0,0.61,6.04,6.53,3.76
Jan,8,7,175,,1,1,1.0,-4.4,7.69,,273.48,0.0,22.0,,124.21,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,8,176,,1,1,1.0,-2.8,7.93,,244.34,0.0,22.0,,104.21,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,9,177,,1,1,1.0,2.2,8.71,,179.06,0.0,22.0,,65.92,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,10,178,,1,1,1.0,5.0,9.41,,127.59,0.0,22.0,,44.15,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,11,179,,1,1,1.0,7.2,10.01,,88.17,0.0,22.0,,29.05,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,12,180,,1,1,1.0,7.8,10.52,,60.88,0.0,22.0,,19.8,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,13,181,,1,1,1.0,10.6,11.32,,14.5,0.0,22.0,,4.45,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,14,182,,1,1,1.0,10.6,11.82,,0.0,5.03,22.07,,0.0,0.77,14.7,0.8,7.88,6.53,4.91
Jan,8,15,183,,1,1,1.0,7.8,11.85,,10.45,0.0,22.0,,3.4,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,16,184,,1,1,1.0,6.7,11.95,,20.41,0.0,22.0,,6.8,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,17,185,,1,1,1.0,4.4,11.6,,61.57,0.0,22.0,,21.58,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,18,186,,1,1,1.0,0.6,11.08,,109.86,0.0,22.0,,41.98,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,19,187,,1,1,1.0,-0.6,10.82,,133.89,0.0,22.0,,52.93,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,20,188,,1,1,1.0,-1.7,10.54,,155.87,0.0,22.0,,63.95,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,21,189,,1,1,1.0,-1.1,10.47,,160.85,0.0,22.0,,64.66,0.0,14.7,0.8,7.88,6.53,4.91
Jan,8,22,190,,1,1,0.77,-2.2,10.63,,18.67,0.0,22.0,,7.79,0.0,0.0,0.61,6.04,6.53,3.76
Jan,8,23,191,,1,1,0.77,-1.7,10.54,,19.83,0.0,22.0,,8.14,0.0,0.0,0.61,6.04,6.53,3.76
Jan,8,24,192,,1,1,0.77,-2.8,10.33,,22.35,0.0,22.0,,9.53,0.0,0.0,0.61,6.04,6.53,3.76
Jan,9,1,193,,1,1,0.77,-3.3,10.15,,24.16,0.0,22.0,,10.49,0.0,0.0,0.61,6.04,6.53,3.76
Jan,9,2,194,,1,1,0.77,-3.3,10.01,,25.34,0.0,22.0,,11.0,0.0,0.0,0.61,6.04,6.53,3.76
Jan,9,3,195,,1,1,0.77,-3.3,9.87,,26.36,0.0,22.0,,11.45,0.0,0.0,0.61,6.04,6.53,3.76
Jan,9,4,196,,1,1,0.77,-3.3,9.73,,27.24,0.0,22.0,,11.83,0.0,0.0,0.61,6.04,6.53,3.76
Jan,9,5,197,,1,1,0.77,-3.9,9.55,,28.61,0.0,22.0,,12.7,0.0,0.0,0.61,6.04,6.53,3.76
Jan,9,6,198,,1,1,0.77,-3.3,9.45,,28.71,0.0,22.0,,12.47,0.0,0.0,0.61,6.04,6.53,3.76
