Hour_simulation,External temperture (ºC),Indoor_temperature.FF_θair(ºC),Indoor_temperature.Set-point_θair(ºC),Heating_thermal_load(kW),Cooling_thermal_load(kW)
7116,12.8,19.08,22.00,0.00,0.00
7117,14.4,19.62,22.46,0.00,0.00
7118,15.6,20.12,22.89,0.00,63.33
7119,15.6,20.42,23.14,0.00,80.69
7120,15.6,20.56,23.22,0.00,86.48
7121,13.3,20.33,22.94,0.00,66.60
7122,11.1,20.12,22.67,0.00,47.64
7123,10.6,20.04,22.53,0.00,37.87
7124,10,19.93,22.38,0.00,0.00
7125,8.9,19.77,22.16,0.00,0.00
7126,8.3,19.79,22.31,0.00,0.00
7127,3.9,19.52,22.01,0.00,0.00
7128,4.4,19.35,21.81,0.00,0.00
7129,3.9,19.16,21.59,0.00,0.00
7130,3.3,18.97,21.37,0.00,0.00
7131,6.1,18.88,21.24,0.00,0.00
7132,5,18.69,21.03,0.00,0.00
7133,5,18.54,20.85,0.00,0.00
7134,5.6,18.40,20.68,0.00,0.00
7135,6.1,17.89,22.00,142.62,0.00
7136,8.3,18.38,22.00,0.00,0.00
7137,11.1,18.92,22.00,0.00,0.00
7138,13.3,19.55,22.00,0.00,0.00
7139,14.4,20.10,22.48,0.00,0.00
7140,16.1,20.67,22.99,0.00,70.57
7141,15.6,21.08,23.36,0.00,96.42
7142,16.1,21.52,23.75,0.00,124.14
7143,16.7,21.81,24.00,0.00,141.91
7144,15,21.86,23.99,0.00,141.77
7145,13.9,21.69,23.78,0.00,126.69
7146,11.7,21.46,23.51,0.00,107.45
7147,10,21.24,23.25,0.00,88.89
7148,10,21.16,23.13,0.00,80.16
7149,10,21.08,23.01,0.00,71.62
7150,6.7,21.03,23.05,0.00,0.00
7151,4.4,20.79,22.79,0.00,0.00
7152,6.1,20.65,22.63,0.00,0.00
7153,2.2,20.36,22.31,0.00,0.00
7154,4.4,20.22,22.14,0.00,0.00
7155,5.6,20.07,21.98,0.00,0.00
7156,4.4,19.86,21.75,0.00,0.00
7157,4.4,19.69,21.54,0.00,0.00
7158,3.9,19.49,21.33,0.00,0.00
7159,3.9,18.72,22.00,112.76,0.00
7160,7.2,19.32,22.00,0.00,0.00
7161,10,19.83,22.00,0.00,0.00
7162,11.7,20.33,22.21,0.00,0.00
7163,13.3,20.88,22.73,0.00,51.93
7164,15,21.44,23.25,0.00,88.96
7165,16.1,21.95,23.72,0.00,122.30
7166,16.1,22.30,24.00,0.00,123.38
7167,17.2,22.52,24.00,0.00,120.50
7168,16.7,22.59,24.00,0.00,116.25
7169,12.8,22.20,23.78,0.00,112.00
7170,9.4,21.82,23.36,0.00,96.97
7171,9.4,21.72,23.23,0.00,87.19
7172,7.2,21.39,22.87,0.00,62.15
7173,5.6,21.09,22.54,0.00,38.60
7174,7.8,21.45,22.97,0.00,0.00
7175,6.7,21.25,22.76,0.00,0.00
7176,5,21.03,22.52,0.00,0.00
7177,3.9,20.81,22.28,0.00,0.00
7178,5.6,20.67,22.12,0.00,0.00
7179,3.9,20.44,21.87,0.00,0.00
7180,2.8,20.21,21.62,0.00,0.00
7181,6.1,20.11,21.51,0.00,0.00
7182,4.4,19.89,21.28,0.00,0.00
7183,4.4,19.11,22.00,114.89,0.00
7184,7.8,19.63,22.00,0.00,0.00
7185,9.4,19.99,22.00,0.00,0.00
7186,11.1,20.40,22.00,0.00,0.00
7187,12.8,20.91,22.42,0.00,0.00
7188,15,21.43,22.91,0.00,64.90
7189,16.1,21.95,23.40,0.00,99.16
7190,16.1,22.29,23.71,0.00,100.81
7191,15.6,22.24,23.63,0.00,98.73
7192,14.4,22.13,23.49,0.00,96.68
7193,12.8,21.96,23.29,0.00,91.69
7194,10,21.64,22.95,0.00,67.30
7195,9.4,21.49,22.77,0.00,54.81
7196,7.8,21.24,22.49,0.00,0.00
7197,8.9,21.22,22.44,0.00,0.00
7198,6.1,21.24,22.53,0.00,0.00
7199,6.1,21.07,22.34,0.00,0.00
7200,6.1,20.90,22.15,0.00,0.00
7201,8.3,20.80,22.04,0.00,0.00
7202,9.4,20.69,21.91,0.00,0.00
7203,9.4,20.56,21.77,0.00,0.00
7204,8.9,20.42,21.61,0.00,0.00
7205,8.3,20.27,21.45,0.00,0.00
7206,8.3,20.13,21.30,0.00,0.00
7207,9.4,19.73,22.00,0.00,0.00
7208,10,19.92,22.00,0.00,0.00
7209,8.3,19.76,22.00,0.00,0.00
7210,10.6,20.07,22.00,0.00,0.00
7211,11.7,20.31,22.00,0.00,0.00
7212,15,20.63,22.02,0.00,0.00
7213,14.4,20.82,22.19,0.00,0.00
7214,12.2,20.68,22.01,0.00,0.00
7215,12.8,20.86,22.17,0.00,0.00
7216,13.3,21.02,22.30,0.00,0.00
7217,12.2,20.86,22.12,0.00,0.00
7218,10,20.61,22.00,0.00,0.00
7219,9.4,20.48,22.00,0.00,0.00
7220,9.4,20.41,22.00,0.00,0.00
7221,8.9,20.28,22.00,0.00,0.00
7222,8.3,20.33,21.70,0.00,0.00
7223,7.2,20.16,21.51,0.00,0.00
7224,7.8,20.03,21.36,0.00,0.00
7225,8.3,19.90,21.22,0.00,0.00
7226,8.3,19.77,21.07,0.00,0.00
7227,8.3,19.64,20.93,0.00,0.00
7228,8.3,19.51,20.78,0.00,0.00
7229,8.3,19.38,20.64,0.00,0.00
7230,8.3,19.26,20.50,0.00,0.00
7231,7.2,18.71,22.00,152.49,0.00
7232,7.8,18.91,22.00,122.78,0.00
7233,8.3,18.97,22.00,106.61,0.00
7234,9.4,19.17,22.00,0.00,0.00
7235,12.2,19.81,22.00,0.00,0.00
7236,15.6,20.54,22.32,0.00,0.00
7237,17.8,21.16,22.91,0.00,64.67
7238,17.8,21.53,23.24,0.00,88.35
7239,17.2,21.80,23.47,0.00,104.74
7240,17.2,22.00,23.64,0.00,116.65
7241,14.4,21.72,23.32,0.00,94.01
7242,12.2,21.50,23.07,0.00,76.09
7243,6.7,20.91,22.45,0.00,0.00
7244,12.2,21.31,22.82,0.00,58.47
7245,5,20.56,22.04,0.00,0.00
7246,6.1,20.88,22.44,0.00,0.00
7247,6.1,20.71,22.25,0.00,0.00
7248,5.6,20.53,22.04,0.00,0.00
7249,4.4,20.31,21.81,0.00,0.00
7250,5.6,20.17,21.65,0.00,0.00
7251,4.4,19.96,21.42,0.00,0.00
7252,4.4,19.78,21.23,0.00,0.00
7253,1.7,19.52,20.94,0.00,0.00
7254,3.9,19.38,20.79,0.00,0.00
7255,3.3,18.52,22.00,155.01,0.00
7256,5,18.78,22.00,121.22,0.00
7257,7.2,19.22,22.00,0.00,0.00
7258,9.4,19.76,22.00,0.00,0.00
7259,11.1,20.26,22.05,0.00,0.00
7260,12.2,20.76,22.52,0.00,36.64
7261,12.8,21.04,22.76,0.00,54.11
7262,15,21.60,23.28,0.00,91.31
7263,15.6,21.91,23.56,0.00,110.59
7264,15,21.97,23.58,0.00,112.56
7265,11.7,21.60,23.18,0.00,83.96
7266,10.6,21.44,22.99,0.00,70.04
7267,9.4,21.25,22.76,0.00,54.15
7268,9.4,21.15,22.64,0.00,45.26
7269,7.8,20.90,22.36,0.00,0.00
7270,6.1,21.00,22.53,0.00,0.00
7271,6.1,20.83,22.34,0.00,0.00
7272,6.1,20.66,22.15,0.00,0.00
7273,4.4,20.44,21.91,0.00,0.00
7274,4.4,20.25,21.71,0.00,0.00
7275,2.8,20.02,21.45,0.00,0.00
7276,2.8,19.82,21.23,0.00,0.00
7277,2.2,19.60,21.00,0.00,0.00
7278,2.8,19.41,20.80,0.00,0.00
7279,4.4,18.69,22.00,144.48,0.00
7280,4.4,18.89,22.00,115.53,0.00
7281,5,18.92,22.00,0.00,0.00
7282,5,18.89,22.00,0.00,0.00
7283,5,18.80,22.00,0.00,0.00
7284,6,18.81,22.00,0.00,0.00
7285,6,18.75,22.00,0.00,0.00
7286,5.6,18.66,22.00,0.00,0.00
7287,6.1,18.62,22.00,0.00,0.00
7288,6.7,18.59,22.00,0.00,0.00
7289,6.1,18.43,22.00,0.00,0.00
7290,5.6,18.28,22.00,0.00,0.00
7291,5.6,18.17,22.00,0.00,0.00
7292,3.9,17.89,22.00,0.00,0.00
7293,2.8,17.64,22.00,111.54,0.00
7294,1.2,17.84,20.96,0.00,0.00
7295,-0.3,17.59,20.68,0.00,0.00
7296,-1.9,17.33,20.38,0.00,0.00
7297,-3.4,17.06,20.07,0.00,0.00
7298,-5,16.77,19.74,0.00,0.00
7299,-6.6,16.46,19.40,0.00,0.00
7300,-8.3,16.13,19.04,0.00,0.00
7301,-8.3,15.84,18.71,0.00,0.00
7302,-8.3,15.56,18.39,0.00,0.00
7303,-8.3,14.09,22.00,377.17,0.00
7304,-7.8,14.07,22.00,338.65,0.00
7305,-6.7,13.89,22.00,317.32,0.00
7306,-6.1,13.74,22.00,297.56,0.00
7307,-5,13.72,22.00,270.74,0.00
7308,-3.3,13.72,22.00,246.18,0.00
7309,-5,13.40,22.00,248.07,0.00
7310,-6.1,13.13,22.00,245.70,0.00
7311,-6.7,12.86,22.00,245.00,0.00
7312,-6.7,12.63,22.00,241.60,0.00
7313,-7.2,12.32,22.00,244.63,0.00
7314,-7.2,12.07,22.00,243.71,0.00
7315,-7.2,11.82,22.00,242.92,0.00
7316,-6.7,11.63,22.00,238.71,0.00
7317,-6.7,11.40,22.00,237.86,0.00
7318,-6.7,11.82,19.86,0.00,0.00
7319,-6.7,11.60,19.54,0.00,0.00
7320,-6.1,11.40,19.25,0.00,0.00
7321,-6.1,11.20,18.95,0.00,0.00
7322,-6.1,11.00,18.65,0.00,0.00
7323,-6.1,10.80,18.36,0.00,0.00
7324,-6.1,10.60,18.07,0.00,0.00
7325,-6.1,10.41,17.79,0.00,0.00
7326,-6.1,10.22,17.50,0.00,0.00
7327,-6.1,9.35,22.00,422.80,0.00
7328,-5.6,9.40,22.00,380.56,0.00
7329,-5,9.38,22.00,349.38,0.00
7330,-4.4,9.38,22.00,320.45,0.00
7331,-4.4,9.30,22.00,301.34,0.00
7332,-4.4,9.24,22.00,283.39,0.00
7333,-4.4,9.20,22.00,266.35,0.00
7334,-3.9,9.28,22.00,243.87,0.00
7335,-2.8,9.38,22.00,222.26,0.00
7336,-2.8,9.36,22.00,212.58,0.00
7337,-3.9,9.12,22.00,219.41,0.00
7338,-3.9,9.00,22.00,217.09,0.00
7339,-3.3,8.94,22.00,210.82,0.00
7340,-3.3,8.84,22.00,208.74,0.00
7341,-3.3,8.74,22.00,206.94,0.00
7342,-3.3,8.84,20.08,0.00,0.00
7343,-5,8.65,19.75,0.00,0.00
7344,-5.6,8.47,19.44,0.00,0.00
7345,-4.4,8.35,19.18,0.00,0.00
7346,-4.4,8.20,18.90,0.00,0.00
7347,-5,8.04,18.61,0.00,0.00
7348,-4.4,7.91,18.35,0.00,0.00
7349,-4.4,7.77,18.08,0.00,0.00
7350,-6.7,7.55,17.74,0.00,0.00
7351,-7.8,6.74,22.00,418.29,0.00
7352,-6.7,6.89,22.00,373.78,0.00
7353,-5.6,6.90,22.00,344.80,0.00
7354,-2.8,7.11,22.00,304.98,0.00
7355,-1.1,7.30,22.00,272.33,0.00
7356,0,7.50,22.00,243.20,0.00
7357,1.1,7.85,22.00,206.39,0.00
7358,1.7,8.07,22.00,183.40,0.00
7359,2.2,8.26,22.00,165.92,0.00
7360,1.1,8.29,22.00,161.69,0.00
7361,-3.3,7.82,22.00,193.57,0.00
7362,-3.9,7.68,22.00,198.10,0.00
7363,-3.3,7.65,22.00,194.41,0.00
7364,-5,7.40,22.00,206.51,0.00
7365,-6.1,7.19,22.00,215.25,0.00
7366,-7.2,7.32,20.09,0.00,0.00
7367,-6.7,7.17,19.78,0.00,0.00
7368,-6.7,7.01,19.46,0.00,0.00
7369,-5,6.91,19.21,0.00,0.00
7370,-5,6.77,18.92,0.00,0.00
7371,-3.9,6.67,18.68,0.00,0.00
7372,-2.8,6.59,18.44,0.00,0.00
7373,-4.4,6.43,18.14,0.00,0.00
7374,-6.1,6.25,17.82,0.00,0.00
7375,-5,5.81,22.00,394.22,0.00
7376,-4.4,6.00,22.00,351.37,0.00
7377,-3.3,6.12,22.00,318.89,0.00
7378,-2.2,6.23,22.00,291.29,0.00
7379,-1.1,6.42,22.00,261.26,0.00
7380,0.6,6.67,22.00,231.15,0.00
7381,2.8,7.21,22.00,184.53,0.00
7382,2.8,7.54,22.00,157.46,0.00
7383,2.2,7.72,22.00,144.54,0.00
7384,1.1,7.72,22.00,146.12,0.00
7385,1.1,7.70,22.00,149.13,0.00
7386,1.1,7.71,22.00,148.92,0.00
7387,0,7.62,22.00,156.48,0.00
7388,-1.7,7.44,22.00,168.86,0.00
7389,-1.7,7.40,22.00,170.10,0.00
7390,-1.7,7.35,20.48,0.00,0.00
7391,-0.6,7.29,20.26,0.00,0.00
7392,-1.7,7.17,19.98,0.00,0.00
7393,-1.1,7.09,19.74,0.00,0.00
7394,-1.1,7.00,19.50,0.00,0.00
7395,-1.1,6.91,19.25,0.00,0.00
7396,-1.1,6.82,19.01,0.00,0.00
7397,-5,6.61,18.65,0.00,0.00
7398,-3.3,6.53,18.43,0.00,0.00
7399,-2.2,6.29,22.00,338.67,0.00
7400,0.6,6.87,22.00,274.79,0.00
7401,2.2,7.17,22.00,238.74,0.00
7402,3.9,7.57,22.00,199.36,0.00
7403,6.1,8.15,22.00,152.96,0.00
7404,7.8,8.77,22.00,108.50,0.00
7405,8.3,9.33,22.00,0.00,0.00
7406,9.4,9.91,22.00,0.00,0.00
7407,10,10.38,22.00,0.00,0.00
7408,9.4,10.62,22.00,0.00,0.00
7409,6.1,10.36,22.00,0.00,0.00
7410,3.9,10.20,22.00,0.00,0.00
7411,1.1,9.94,22.00,0.00,0.00
7412,2.2,10.02,22.00,0.00,0.00
7413,2.8,10.07,22.00,0.00,0.00
7414,3.3,9.94,21.21,0.00,0.00
7415,2.8,9.85,20.99,0.00,0.00
7416,3.9,9.81,20.81,0.00,0.00
7417,3.3,9.73,20.59,0.00,0.00
7418,2.8,9.64,20.38,0.00,0.00
7419,3.3,9.59,20.19,0.00,0.00
7420,3.3,9.52,19.99,0.00,0.00
7421,4.4,9.49,19.83,0.00,0.00
7422,3.3,9.40,19.62,0.00,0.00
7423,2.8,9.30,22.00,234.52,0.00
7424,4,9.81,22.00,185.81,0.00
7425,6.1,10.40,22.00,136.17,0.00
7426,8.9,11.10,22.00,0.00,0.00
7427,12.2,11.96,22.00,0.00,0.00
7428,13.9,12.69,22.17,0.00,0.00
7429,15,13.36,22.65,0.00,46.23
7430,15.6,13.94,23.04,0.00,73.94
7431,15.6,14.37,23.28,0.00,91.01
7432,13.3,14.48,23.20,0.00,85.46
7433,8.3,14.05,22.59,0.00,41.98
7434,5,13.75,22.12,0.00,0.00
7435,4.4,13.66,22.00,0.00,0.00
7436,3.3,13.51,22.00,0.00,0.00
7437,5.6,13.68,22.00,0.00,0.00
7438,5.6,13.58,21.96,0.00,0.00
7439,4.4,13.45,21.73,0.00,0.00
7440,5.6,13.39,21.57,0.00,0.00
7441,5,13.28,21.36,0.00,0.00
7442,5,13.19,21.17,0.00,0.00
7443,5.6,13.12,21.00,0.00,0.00
7444,5,13.02,20.81,0.00,0.00
7445,5.6,12.95,20.64,0.00,0.00
7446,5.6,12.87,20.47,0.00,0.00
7447,6.7,12.84,22.00,154.45,0.00
7448,8.3,13.32,22.00,112.65,0.00
7449,12.2,14.03,22.00,0.00,0.00
7450,15,14.66,22.00,0.00,0.00
7451,16.1,15.17,22.13,0.00,0.00
7452,17.8,15.65,22.47,0.00,0.00
7453,16.7,15.82,22.50,0.00,35.30
7454,17.2,16.25,22.79,0.00,55.90
7455,15.6,16.29,22.69,0.00,49.37
7456,15,16.37,22.64,0.00,45.24
7457,11.1,16.10,22.24,0.00,0.00
7458,11.1,16.15,22.16,0.00,0.00
7459,11.1,16.19,22.08,0.00,0.00
7460,10.6,16.19,22.00,0.00,0.00
7461,9.4,16.11,22.00,0.00,0.00
7462,12.8,16.04,22.02,0.00,0.00
7463,8.3,15.87,21.77,0.00,0.00
7464,7.2,15.75,21.58,0.00,0.00
7465,7.2,15.65,21.41,0.00,0.00
7466,6.7,15.54,21.23,0.00,0.00
7467,5.6,15.41,21.03,0.00,0.00
7468,3.9,15.25,20.79,0.00,0.00
7469,6.7,15.21,20.69,0.00,0.00
7470,5,15.06,20.47,0.00,0.00
7471,2.2,14.42,22.00,185.13,0.00
7472,10,15.40,22.00,0.00,0.00
7473,8.9,15.33,22.00,0.00,0.00
7474,12.2,15.72,22.00,0.00,0.00
7475,15,16.36,22.00,0.00,0.00
7476,15.6,16.89,22.11,0.00,0.00
7477,17.8,17.23,22.34,0.00,0.00
7478,17.8,17.62,22.63,0.00,44.71
7479,15.6,17.82,22.73,0.00,51.60
7480,14.4,17.95,22.75,0.00,53.49
7481,12.2,17.75,22.45,0.00,0.00
7482,10.6,17.63,22.23,0.00,0.00
7483,11.7,17.74,22.25,0.00,0.00
7484,7.2,17.32,22.00,0.00,0.00
7485,6.1,17.16,22.00,0.00,0.00
7486,8.3,17.28,21.92,0.00,0.00
7487,9.4,17.21,21.80,0.00,0.00
7488,7.2,17.06,21.58,0.00,0.00
7489,7.2,16.95,21.42,0.00,0.00
7490,7.2,16.84,21.25,0.00,0.00
7491,8.9,16.78,21.15,0.00,0.00
7492,8.3,16.68,20.99,0.00,0.00
7493,6.1,16.51,20.77,0.00,0.00
7494,5.6,16.38,20.59,0.00,0.00
7495,6.1,16.01,22.00,151.02,0.00
7496,8.9,16.54,22.00,0.00,0.00
7497,11.1,17.05,22.00,0.00,0.00
7498,13.9,17.53,22.00,0.00,0.00
7499,14.4,17.88,22.00,0.00,0.00
7500,12.2,17.98,22.00,0.00,0.00
7501,10,18.00,22.00,0.00,0.00
7502,8.3,18.00,22.00,0.00,0.00
7503,10,18.24,22.03,0.00,0.00
7504,7.8,18.05,22.00,0.00,0.00
7505,6.7,17.86,22.00,0.00,0.00
7506,5.6,17.67,22.00,0.00,0.00
7507,4.4,17.45,22.00,0.00,0.00
7508,3.9,17.28,22.00,0.00,0.00
7509,3.3,17.10,22.00,0.00,0.00
7510,3.3,17.29,21.34,0.00,0.00
7511,3.9,17.15,21.15,0.00,0.00
7512,3.3,16.98,20.93,0.00,0.00
7513,1.7,16.77,20.67,0.00,0.00
7514,-1.1,16.50,20.36,0.00,0.00
7515,2.8,16.42,20.23,0.00,0.00
7516,1.1,16.21,19.98,0.00,0.00
7517,0.6,16.02,19.74,0.00,0.00
7518,0.6,15.84,19.51,0.00,0.00
7519,0.6,15.06,22.00,253.05,0.00
7520,2.8,15.38,22.00,206.53,0.00
7521,6.1,15.74,22.00,162.33,0.00
7522,6.7,15.97,22.00,133.61,0.00
7523,7.2,16.21,22.00,107.15,0.00
7524,7.2,16.45,22.00,0.00,0.00
7525,8.3,16.75,22.00,0.00,0.00
7526,8.9,16.97,22.00,0.00,0.00
7527,8.9,17.06,22.00,0.00,0.00
7528,8.3,17.03,22.00,0.00,0.00
7529,6.1,16.76,22.00,0.00,0.00
7530,5,16.58,22.00,0.00,0.00
7531,3.9,16.39,22.00,0.00,0.00
7532,3.3,16.22,22.00,0.00,0.00
7533,1.7,15.95,22.00,110.46,0.00
7534,2.2,16.18,21.10,0.00,0.00
7535,0,15.95,20.81,0.00,0.00
7536,0,15.76,20.56,0.00,0.00
7537,0.6,15.60,20.34,0.00,0.00
7538,0,15.40,20.09,0.00,0.00
7539,-0.6,15.21,19.84,0.00,0.00
7540,-1.7,14.99,19.56,0.00,0.00
7541,-2.2,14.78,19.29,0.00,0.00
7542,-0.6,14.63,19.09,0.00,0.00
7543,-1.1,13.80,22.00,291.00,0.00
7544,2.8,14.30,22.00,228.27,0.00
7545,3.9,14.57,22.00,189.17,0.00
7546,4.4,14.86,22.00,154.39,0.00
7547,3.9,15.13,22.00,124.32,0.00
7548,5.6,15.56,22.00,0.00,0.00
7549,4.4,15.66,22.00,0.00,0.00
7550,5,15.80,22.00,0.00,0.00
7551,4.4,15.78,22.00,0.00,0.00
7552,3.9,15.64,22.00,0.00,0.00
7553,1.1,15.26,22.00,0.00,0.00
7554,1.1,15.12,22.00,109.64,0.00
7555,0,14.87,22.00,122.52,0.00
7556,-0.6,14.66,22.00,131.76,0.00
7557,-1.7,14.39,22.00,144.15,0.00
7558,-1.1,14.72,20.84,0.00,0.00
7559,-1.7,14.51,20.56,0.00,0.00
7560,-4.4,14.24,20.21,0.00,0.00
7561,-2.8,14.07,19.97,0.00,0.00
7562,-2.8,13.87,19.71,0.00,0.00
7563,-3.3,13.66,19.42,0.00,0.00
7564,-3.9,13.45,19.14,0.00,0.00
7565,-3.9,13.24,18.86,0.00,0.00
7566,-5,13.01,18.56,0.00,0.00
7567,-3.9,12.12,22.00,339.66,0.00
7568,-1.1,12.52,22.00,279.37,0.00
7569,2.2,13.04,22.00,218.70,0.00
7570,5.6,13.60,22.00,162.19,0.00
7571,7.2,14.12,22.00,116.17,0.00
7572,8.9,14.68,22.00,0.00,0.00
7573,9.4,15.14,22.00,0.00,0.00
7574,11.1,15.67,22.00,0.00,0.00
7575,10.6,15.95,22.06,0.00,0.00
7576,10.6,16.14,22.12,0.00,0.00
7577,8.3,15.88,22.00,0.00,0.00
7578,4.4,15.49,22.00,0.00,0.00
7579,4.4,15.41,22.00,0.00,0.00
7580,6.1,15.50,22.00,0.00,0.00
7581,2.2,15.07,22.00,0.00,0.00
7582,3.3,15.25,21.39,0.00,0.00
7583,4.4,15.15,21.21,0.00,0.00
7584,5.6,15.07,21.05,0.00,0.00
7585,6.1,14.98,20.89,0.00,0.00
7586,7.2,14.92,20.75,0.00,0.00
7587,6.7,14.82,20.58,0.00,0.00
7588,7.8,14.76,20.46,0.00,0.00
7589,8.3,14.70,20.33,0.00,0.00
7590,8.3,14.63,20.19,0.00,0.00
7591,6.1,14.35,22.00,180.36,0.00
7592,3.3,14.23,22.00,175.88,0.00
7593,4.4,14.30,22.00,158.63,0.00
7594,7.8,14.83,22.00,110.56,0.00
7595,11.1,15.27,22.00,0.00,0.00
7596,11.7,15.54,22.00,0.00,0.00
7597,11.7,15.67,22.00,0.00,0.00
7598,13.3,16.12,22.00,0.00,0.00
7599,11.7,16.02,22.00,0.00,0.00
7600,10,15.92,22.00,0.00,0.00
7601,9.4,15.89,22.00,0.00,0.00
7602,10,15.96,22.00,0.00,0.00
7603,7.8,15.77,22.00,0.00,0.00
7604,7.2,15.70,22.00,0.00,0.00
7605,6.7,15.63,22.00,0.00,0.00
7606,4,15.48,21.22,0.00,0.00
7607,3.3,15.33,21.00,0.00,0.00
7608,2.8,15.17,20.78,0.00,0.00
7609,2.8,15.03,20.57,0.00,0.00
7610,2.8,14.89,20.36,0.00,0.00
7611,2.8,14.75,20.15,0.00,0.00
7612,0.6,14.54,19.88,0.00,0.00
7613,1.1,14.40,19.67,0.00,0.00
7614,1.1,14.25,19.45,0.00,0.00
7615,1.7,13.69,22.00,250.00,0.00
7616,1.1,13.73,22.00,225.70,0.00
7617,3.3,14.22,22.00,172.73,0.00
7618,4.4,14.59,22.00,134.39,0.00
7619,4.4,14.55,22.00,129.69,0.00
7620,6.7,15.22,22.00,0.00,0.00
7621,6.1,15.49,22.00,0.00,0.00
7622,7.2,15.75,22.00,0.00,0.00
7623,6.7,15.95,22.00,0.00,0.00
7624,5.6,15.87,22.00,0.00,0.00
7625,2.8,15.49,22.00,0.00,0.00
7626,1.7,15.27,22.00,0.00,0.00
7627,0.6,15.03,22.00,0.00,0.00
7628,0,14.83,22.00,112.65,0.00
7629,0.6,14.73,22.00,114.78,0.00
7630,0,14.92,21.07,0.00,0.00
7631,0,14.75,20.82,0.00,0.00
7632,0,14.58,20.57,0.00,0.00
7633,0,14.41,20.33,0.00,0.00
7634,-0.6,14.22,20.07,0.00,0.00
7635,0,14.07,19.85,0.00,0.00
7636,0,13.91,19.62,0.00,0.00
7637,0,13.75,19.39,0.00,0.00
7638,1.7,13.64,19.22,0.00,0.00
7639,1.7,13.13,22.00,266.37,0.00
7640,1.7,13.21,22.00,237.29,0.00
7641,1.7,13.37,22.00,206.69,0.00
7642,2.8,13.42,22.00,188.34,0.00
7643,3.3,13.64,22.00,159.64,0.00
7644,5,13.80,22.00,138.83,0.00
7645,4.4,13.82,22.00,130.91,0.00
7646,5.6,14.25,22.00,0.00,0.00
7647,2.8,14.16,22.00,0.00,0.00
7648,2.8,14.22,22.00,0.00,0.00
7649,1.7,13.96,22.00,110.45,0.00
7650,2.2,13.91,22.00,111.08,0.00
7651,0,13.60,22.00,129.89,0.00
7652,-0.6,13.41,22.00,138.13,0.00
7653,-0.6,13.27,22.00,141.91,0.00
7654,-1.1,13.45,20.78,0.00,0.00
7655,-4.4,13.18,20.41,0.00,0.00
7656,-5.6,12.93,20.08,0.00,0.00
7657,-2.8,12.81,19.87,0.00,0.00
7658,-2.8,12.63,19.60,0.00,0.00
7659,-2.8,12.45,19.34,0.00,0.00
7660,-2.2,12.29,19.09,0.00,0.00
7661,-1.7,12.14,18.86,0.00,0.00
7662,-2.2,11.96,18.60,0.00,0.00
7663,-2.2,11.27,22.00,328.70,0.00
7664,0.6,11.62,22.00,275.40,0.00
7665,4.4,12.28,22.00,206.41,0.00
7666,8.9,13.00,22.00,141.18,0.00
7667,10.6,13.59,22.00,0.00,0.00
7668,12.2,14.26,22.00,0.00,0.00
7669,13.9,14.88,22.00,0.00,0.00
7670,13.9,15.28,22.17,0.00,0.00
7671,13.3,15.56,22.31,0.00,0.00
7672,10.6,15.53,22.14,0.00,0.00
7673,9.4,15.40,22.00,0.00,0.00
7674,5.6,15.05,22.00,0.00,0.00
7675,3.9,14.84,22.00,0.00,0.00
7676,4.4,14.82,22.00,0.00,0.00
7677,3.9,14.70,22.00,0.00,0.00
7678,5,14.77,21.46,0.00,0.00
7679,5,14.66,21.27,0.00,0.00
7680,5,14.56,21.08,0.00,0.00
7681,5,14.45,20.90,0.00,0.00
7682,7.2,14.41,20.78,0.00,0.00
7683,5.6,14.28,20.57,0.00,0.00
7684,6.1,14.20,20.42,0.00,0.00
7685,6.7,14.13,20.27,0.00,0.00
7686,8.9,14.12,20.18,0.00,0.00
7687,3.9,13.65,22.00,197.05,0.00
7688,2.8,13.67,22.00,181.23,0.00
7689,3.9,13.93,22.00,150.39,0.00
7690,9.4,14.70,22.00,0.00,0.00
7691,12.2,15.29,22.00,0.00,0.00
7692,14.4,16.01,22.04,0.00,0.00
7693,14.4,16.49,22.39,0.00,0.00
7694,15,16.91,22.70,0.00,49.53
7695,14.4,17.18,22.85,0.00,60.10
7696,13.3,17.20,22.75,0.00,53.11
7697,10,16.91,22.34,0.00,0.00
7698,8.3,16.75,22.07,0.00,0.00
7699,8.3,16.73,22.00,0.00,0.00
7700,6.1,16.49,22.00,0.00,0.00
7701,5.6,16.38,22.00,0.00,0.00
7702,7.8,16.48,21.86,0.00,0.00
7703,6.7,16.35,21.67,0.00,0.00
7704,7.2,16.26,21.51,0.00,0.00
7705,5.6,16.11,21.29,0.00,0.00
7706,5,15.97,21.09,0.00,0.00
7707,2.2,15.75,20.81,0.00,0.00
7708,0.6,15.54,20.54,0.00,0.00
7709,-2.2,15.28,20.22,0.00,0.00
7710,-2.2,15.08,19.95,0.00,0.00
7711,-2.2,14.13,22.00,240.30,0.00
7712,0.6,14.42,22.00,198.84,0.00
7713,3.3,14.91,22.00,148.33,0.00
7714,5.6,15.38,22.00,105.33,0.00
7715,6.7,15.82,22.00,0.00,0.00
7716,7.8,16.11,22.00,0.00,0.00
7717,10,16.73,22.00,0.00,0.00
7718,10.6,17.17,22.25,0.00,0.00
7719,11.1,17.46,22.44,0.00,0.00
7720,10,17.51,22.39,0.00,0.00
7721,7.8,17.23,22.00,0.00,0.00
