Hour_simulation,External temperture (ºC),Indoor_temperature.FF_θair(ºC),Indoor_temperature.Set-point_θair(ºC),Heating_thermal_load(kW),Cooling_thermal_load(kW)
4056,19.4,30.78,24.36,0.00,0.00
4057,18.3,30.61,24.27,0.00,0.00
4058,19.4,30.51,24.24,0.00,0.00
4059,18.3,30.35,24.16,0.00,0.00
4060,17.8,30.19,24.08,0.00,0.00
4061,17.2,30.03,23.99,0.00,0.00
4062,18.3,29.97,24.00,0.00,0.00
4063,21.1,29.79,24.00,0.00,0.00
4064,23.9,30.27,24.00,0.00,61.59
4065,25,30.49,24.00,0.00,78.18
4066,26.7,30.81,24.00,0.00,99.48
4067,29.4,31.26,24.00,0.00,128.07
4068,30.6,31.56,24.00,0.00,142.97
4069,31.7,31.91,24.00,0.00,159.68
4070,31.7,32.16,24.00,0.00,167.20
4071,30.6,32.27,24.00,0.00,164.69
4072,29.4,32.33,24.00,0.00,158.36
4073,29.4,32.45,24.00,0.00,158.09
4074,23.3,31.95,24.00,0.00,113.28
4075,21.7,31.76,24.00,0.00,96.28
4076,21.1,31.64,24.00,0.00,86.32
4077,20,31.47,24.00,0.00,73.41
4078,18.9,31.50,24.61,0.00,0.00
4079,18.3,31.34,24.53,0.00,0.00
4080,18.9,31.21,24.48,0.00,0.00
4081,17.2,31.01,24.37,0.00,0.00
4082,16.7,30.84,24.27,0.00,0.00
4083,16.1,30.66,24.17,0.00,0.00
4084,15,30.45,24.05,0.00,0.00
4085,15,30.27,23.95,0.00,0.00
4086,18.3,30.22,23.97,0.00,0.00
4087,22.2,30.13,24.00,0.00,0.00
4088,24.4,30.57,24.00,0.00,63.73
4089,25.6,30.81,24.00,0.00,82.11
4090,27.2,31.11,24.00,0.00,101.93
4091,27.8,31.37,24.00,0.00,117.02
4092,28.3,31.58,24.00,0.00,127.44
4093,28.9,31.83,24.00,0.00,138.53
4094,28.3,31.96,24.00,0.00,141.21
4095,27.8,32.10,24.00,0.00,143.74
4096,20.6,31.46,24.00,0.00,90.49
4097,17.8,31.13,24.00,0.00,65.87
4098,18.3,31.06,24.00,0.00,62.58
4099,18.3,30.95,24.00,0.00,56.47
4100,17.8,30.79,24.00,0.00,47.63
4101,17.8,30.67,24.00,0.00,42.83
4102,17.8,30.82,24.36,0.00,0.00
4103,17.8,30.67,24.29,0.00,0.00
4104,17.2,30.50,24.20,0.00,0.00
4105,17.2,30.35,24.12,0.00,0.00
4106,16.7,30.18,24.03,0.00,0.00
4107,16.7,30.03,23.95,0.00,0.00
4108,15.6,29.84,23.84,0.00,0.00
4109,16.1,29.69,23.76,0.00,0.00
4110,17.2,29.59,23.73,0.00,0.00
4111,18.3,29.17,23.78,0.00,0.00
4112,20.6,29.55,24.00,0.00,0.00
4113,22.2,29.77,24.00,0.00,40.57
4114,24.4,30.09,24.00,0.00,66.53
4115,26.1,30.39,24.00,0.00,87.64
4116,27.2,30.67,24.00,0.00,105.66
4117,26.7,30.86,24.00,0.00,114.35
4118,26.7,30.99,24.00,0.00,118.20
4119,26.1,31.08,24.00,0.00,118.62
4120,23.9,30.99,24.00,0.00,106.91
4121,24.4,31.08,24.00,0.00,109.31
4122,23.9,31.06,24.00,0.00,103.16
4123,19.4,30.62,24.00,0.00,68.08
4124,18.3,30.42,24.00,0.00,55.00
4125,17.8,30.27,24.00,0.00,46.43
4126,17.8,30.40,24.41,0.00,0.00
4127,17.2,30.23,24.31,0.00,0.00
4128,17.2,30.09,24.24,0.00,0.00
4129,17.8,29.96,24.18,0.00,0.00
4130,17.8,29.82,24.11,0.00,0.00
4131,17.8,29.68,24.04,0.00,0.00
4132,17.2,29.53,23.96,0.00,0.00
4133,17.2,29.38,23.88,0.00,0.00
4134,17.8,29.29,23.85,0.00,0.00
4135,21.7,29.23,24.00,0.00,0.00
4136,25,29.77,24.00,0.00,60.53
4137,25.6,29.95,24.00,0.00,73.74
4138,23.3,29.83,24.00,0.00,63.55
4139,18.9,29.45,24.00,0.00,36.90
4140,21.1,29.64,24.00,0.00,53.62
4141,21.1,29.67,24.00,0.00,56.43
4142,23.3,29.96,24.00,0.00,77.94
4143,25.6,30.34,24.00,0.00,103.28
4144,23.9,30.28,24.00,0.00,94.41
4145,23.9,30.36,24.00,0.00,96.06
4146,20,30.00,24.00,0.00,67.02
4147,20,29.95,24.00,0.00,63.28
4148,17.2,29.61,24.00,0.00,39.62
4149,17.2,29.51,24.00,0.00,35.03
4150,16.7,29.61,24.27,0.00,0.00
4151,17.8,29.50,24.22,0.00,0.00
4152,17.2,29.34,24.14,0.00,0.00
4153,16.1,29.17,24.02,0.00,0.00
4154,14.4,28.96,23.88,0.00,0.00
4155,13.9,28.78,23.76,0.00,0.00
4156,12.8,28.57,23.61,0.00,0.00
4157,12.2,28.37,23.47,0.00,0.00
4158,15.6,28.33,23.49,0.00,0.00
4159,17.8,28.03,23.58,0.00,0.00
4160,18.9,28.31,23.96,0.00,0.00
4161,20.6,28.53,24.00,0.00,0.00
4162,22.8,28.83,24.00,0.00,44.46
4163,25,29.23,24.00,0.00,73.71
4164,26.7,29.55,24.00,0.00,94.16
4165,28.3,29.95,24.00,0.00,118.00
4166,28.9,30.23,24.00,0.00,130.77
4167,32.2,30.76,24.00,0.00,159.51
4168,31.1,30.88,24.00,0.00,156.93
4169,28.9,30.90,24.00,0.00,147.04
4170,27.2,30.87,24.00,0.00,135.23
4171,26.1,30.86,24.00,0.00,126.30
4172,23.9,30.69,24.00,0.00,106.86
4173,23.3,30.64,24.00,0.00,98.81
4174,20,30.39,24.70,0.00,0.00
4175,17.8,30.20,24.58,0.00,0.00
4176,17.8,30.06,24.51,0.00,0.00
4177,16.7,29.88,24.40,0.00,0.00
4178,15.6,29.70,24.28,0.00,0.00
4179,13.9,29.48,24.13,0.00,0.00
4180,13.9,29.30,24.01,0.00,0.00
4181,14.4,29.14,23.92,0.00,0.00
4182,16.7,29.08,23.92,0.00,0.00
4183,19.4,28.84,24.00,0.00,0.00
4184,22.8,29.35,24.00,0.00,49.15
4185,26.7,29.84,24.00,0.00,85.03
4186,29.4,30.32,24.00,0.00,116.29
4187,31.1,30.72,24.00,0.00,138.55
4188,31.7,31.04,24.00,0.00,152.21
4189,32.2,31.35,24.00,0.00,164.40
4190,32.8,31.69,24.00,0.00,176.83
4191,33.3,32.02,24.00,0.00,188.13
4192,33.3,32.24,24.00,0.00,190.02
4193,32.2,32.36,24.00,0.00,184.77
4194,31.1,32.43,24.00,0.00,176.82
4195,30,32.47,24.00,0.00,168.21
4196,26.7,32.23,24.00,0.00,141.09
4197,25,32.10,24.00,0.00,124.78
4198,24.4,31.93,25.04,0.00,0.00
4199,22.8,31.79,24.99,0.00,0.00
4200,20,31.60,24.88,0.00,0.00
4201,20,31.47,24.83,0.00,0.00
4202,20,31.34,24.78,0.00,0.00
4203,18.9,31.18,24.70,0.00,0.00
4204,18.3,31.02,24.61,0.00,0.00
4205,17.2,30.83,24.51,0.00,0.00
4206,21.1,30.83,24.59,0.00,0.00
4207,25,30.92,24.00,0.00,83.63
4208,28.9,31.55,24.00,0.00,127.60
4209,30.6,31.92,24.00,0.00,147.42
4210,31.7,32.21,24.00,0.00,160.02
4211,32.8,32.56,24.00,0.00,175.34
4212,33.3,32.87,24.00,0.00,185.81
4213,32.8,33.07,24.00,0.00,188.00
4214,33.9,33.41,24.00,0.00,200.19
4215,34.4,33.71,24.00,0.00,208.28
4216,35,33.98,24.00,0.00,213.73
4217,33.3,34.04,24.00,0.00,203.51
4218,32.2,34.10,24.00,0.00,195.23
4219,30,34.02,24.00,0.00,177.87
4220,27.2,33.80,24.00,0.00,152.96
4221,24.4,33.54,24.00,0.00,128.04
4222,22.2,33.42,25.06,0.00,0.00
4223,22.2,33.29,25.03,0.00,0.00
4224,18.3,33.04,24.88,0.00,0.00
4225,18.3,32.87,24.81,0.00,0.00
4226,17.2,32.67,24.71,0.00,0.00
4227,16.7,32.47,24.61,0.00,0.00
4228,15,32.23,24.47,0.00,0.00
4229,13.9,32.00,24.32,0.00,0.00
4230,18.9,31.98,24.40,0.00,0.00
4231,21.1,31.64,24.00,0.00,47.51
4232,24.4,32.14,24.00,0.00,87.78
4233,26.1,32.42,24.00,0.00,108.03
4234,29.4,32.88,24.00,0.00,138.09
4235,34.4,33.56,24.00,0.00,181.09
4236,36.1,34.00,24.00,0.00,201.84
4237,37.2,34.42,24.00,0.00,219.07
4238,38.3,34.85,24.00,0.00,235.62
4239,38.9,35.24,24.00,0.00,247.23
4240,40,35.64,24.00,0.00,258.69
4241,39.4,35.87,24.00,0.00,257.14
4242,38.3,36.03,24.00,0.00,250.91
4243,36.1,36.03,24.00,0.00,234.69
4244,32.2,35.78,24.00,0.00,203.38
4245,28.9,35.53,24.00,0.00,175.48
4246,26.1,35.26,25.43,0.00,0.00
4247,25.6,35.15,25.43,0.00,0.00
4248,25,35.02,25.42,0.00,0.00
4249,22.8,34.84,25.35,0.00,0.00
4250,20,34.61,25.24,0.00,0.00
4251,19.4,34.42,25.17,0.00,0.00
4252,17.8,34.19,25.05,0.00,0.00
4253,15.6,33.93,24.90,0.00,0.00
4254,20,33.88,24.97,0.00,0.00
4255,22.8,33.53,24.00,0.00,94.68
4256,25,33.90,24.00,0.00,121.67
4257,25.6,34.02,24.00,0.00,128.29
4258,26.7,34.20,24.00,0.00,138.40
4259,28.9,34.52,24.00,0.00,157.46
4260,30.6,34.81,24.00,0.00,172.44
4261,32.8,35.22,24.00,0.00,194.23
4262,33.9,35.53,24.00,0.00,206.60
4263,33.9,35.75,24.00,0.00,211.30
4264,33.9,35.92,24.00,0.00,211.77
4265,34.4,36.14,24.00,0.00,216.42
4266,33.9,36.24,24.00,0.00,212.01
4267,31.7,36.13,24.00,0.00,193.58
4268,28.9,35.91,24.00,0.00,169.39
4269,26.7,35.70,24.00,0.00,148.97
4270,24.4,35.56,25.21,0.00,0.00
4271,22.8,35.39,25.16,0.00,0.00
4272,19.4,35.13,25.03,0.00,0.00
4273,20,34.97,24.99,0.00,0.00
4274,19.4,34.78,24.92,0.00,0.00
4275,17.8,34.55,24.81,0.00,0.00
4276,16.1,34.30,24.68,0.00,0.00
4277,13.9,34.01,24.51,0.00,0.00
4278,17.2,33.92,24.54,0.00,0.00
4279,20,33.35,24.00,0.00,51.12
4280,21.7,33.61,24.00,0.00,76.12
4281,23.3,33.76,24.00,0.00,91.03
4282,25,34.02,24.00,0.00,111.33
4283,27.2,34.33,24.00,0.00,133.00
4284,30,34.68,24.00,0.00,155.51
4285,31.7,35.05,24.00,0.00,176.02
4286,33.3,35.36,24.00,0.00,190.89
4287,34.4,35.68,24.00,0.00,203.95
4288,33.3,35.73,24.00,0.00,197.04
4289,31.7,35.72,24.00,0.00,187.60
4290,30.6,35.70,24.00,0.00,177.88
4291,30,35.70,24.00,0.00,171.02
4292,26.7,35.40,24.00,0.00,143.81
4293,25,35.21,24.00,0.00,127.13
4294,22.8,35.14,25.02,0.00,0.00
4295,20.6,34.93,24.93,0.00,0.00
4296,20.6,34.76,24.88,0.00,0.00
4297,20.6,34.60,24.84,0.00,0.00
4298,20.6,34.44,24.80,0.00,0.00
4299,18.3,34.20,24.68,0.00,0.00
4300,17.2,33.98,24.58,0.00,0.00
4301,17.2,33.79,24.50,0.00,0.00
4302,20.6,33.74,24.56,0.00,0.00
4303,23.3,33.44,24.00,0.00,70.86
4304,26.7,33.92,24.00,0.00,109.77
4305,28.9,34.25,24.00,0.00,132.63
4306,30.6,34.46,24.00,0.00,144.87
4307,32.8,34.87,24.00,0.00,169.78
4308,32.8,35.14,24.00,0.00,181.70
4309,33.9,35.44,24.00,0.00,195.04
4310,33.9,35.65,24.00,0.00,200.60
4311,33.9,35.89,24.00,0.00,207.51
4312,31.7,35.82,24.00,0.00,191.63
4313,27.2,35.46,24.00,0.00,157.51
4314,26.7,35.44,24.00,0.00,152.14
4315,25,35.24,24.00,0.00,133.61
4316,23.9,35.07,24.00,0.00,119.88
4317,22.8,34.88,24.00,0.00,106.55
4318,22.8,34.98,24.93,0.00,0.00
4319,23.3,34.86,24.93,0.00,0.00
4320,20.6,34.64,24.83,0.00,0.00
4321,18.9,34.42,24.74,0.00,0.00
4322,18.9,34.24,24.67,0.00,0.00
4323,17.8,34.03,24.58,0.00,0.00
4324,17.8,33.84,24.51,0.00,0.00
4325,18.9,33.69,24.47,0.00,0.00
4326,21.1,33.62,24.52,0.00,0.00
4327,24.4,33.44,24.00,0.00,75.85
4328,27.8,33.95,24.00,0.00,115.45
4329,30.6,34.38,24.00,0.00,145.09
4330,32.8,34.78,24.00,0.00,169.24
4331,33.3,35.00,24.00,0.00,177.69
4332,35,35.37,24.00,0.00,196.06
4333,34.4,35.56,24.00,0.00,199.97
4334,35.6,35.91,24.00,0.00,214.47
4335,36.1,36.18,24.00,0.00,222.05
4336,36.7,36.45,24.00,0.00,229.17
4337,35,36.49,24.00,0.00,219.69
4338,32.8,36.42,24.00,0.00,203.55
4339,31.1,36.33,24.00,0.00,187.74
4340,28.3,36.09,24.00,0.00,163.60
4341,28.3,36.08,24.00,0.00,158.56
4342,26.5,35.91,25.27,0.00,0.00
4343,24.7,35.74,25.23,0.00,0.00
4344,22.9,35.56,25.18,0.00,0.00
4345,21,35.35,25.10,0.00,0.00
4346,19.2,35.13,25.00,0.00,0.00
4347,17.4,34.89,24.88,0.00,0.00
4348,15.6,34.62,24.74,0.00,0.00
4349,13.9,34.35,24.58,0.00,0.00
4350,16.1,34.21,24.57,0.00,0.00
4351,18.3,33.47,24.00,0.00,42.92
4352,21.1,33.81,24.00,0.00,74.98
4353,21.7,33.85,24.00,0.00,82.49
4354,23.3,34.04,24.00,0.00,99.08
4355,24.4,34.19,24.00,0.00,110.79
4356,26.1,34.39,24.00,0.00,125.38
4357,27.2,34.59,24.00,0.00,137.50
4358,29.4,34.91,24.00,0.00,157.44
4359,29.4,35.04,24.00,0.00,161.80
4360,29.4,35.14,24.00,0.00,163.24
4361,30,35.29,24.00,0.00,167.64
4362,28.3,35.18,24.00,0.00,154.30
4363,26.1,34.98,24.00,0.00,135.34
4364,25,34.83,24.00,0.00,122.83
4365,22.2,34.50,24.00,0.00,98.76
4366,19.4,34.53,24.77,0.00,0.00
4367,20,34.37,24.73,0.00,0.00
4368,20.6,34.23,24.71,0.00,0.00
4369,17.2,33.96,24.55,0.00,0.00
4370,16.1,33.73,24.44,0.00,0.00
4371,14.4,33.47,24.29,0.00,0.00
4372,13.9,33.23,24.16,0.00,0.00
4373,14.4,33.02,24.07,0.00,0.00
4374,17.2,32.93,24.09,0.00,0.00
4375,18.9,32.33,24.00,0.00,0.00
4376,20.6,32.59,24.00,0.00,43.07
4377,21.7,32.70,24.00,0.00,57.29
4378,22.2,32.78,24.00,0.00,67.92
4379,23.9,32.97,24.00,0.00,85.22
4380,25,33.18,24.00,0.00,101.92
4381,26.7,33.47,24.00,0.00,122.02
4382,27.2,33.61,24.00,0.00,129.96
4383,28.9,33.89,24.00,0.00,145.84
4384,29.4,34.03,24.00,0.00,150.64
4385,27.8,33.98,24.00,0.00,141.80
4386,27.8,34.04,24.00,0.00,141.58
4387,26.1,33.91,24.00,0.00,128.03
4388,24.4,33.73,24.00,0.00,111.99
4389,18.9,33.14,24.00,0.00,69.50
4390,17.2,33.30,24.59,0.00,0.00
4391,17.2,33.11,24.51,0.00,0.00
4392,16.1,32.89,24.40,0.00,0.00
4393,16.1,32.70,24.31,0.00,0.00
4394,16.1,32.50,24.22,0.00,0.00
4395,15.6,32.30,24.11,0.00,0.00
4396,15.6,32.10,24.02,0.00,0.00
4397,14.4,31.87,23.89,0.00,0.00
4398,16.1,31.76,23.87,0.00,0.00
4399,17.8,31.18,23.92,0.00,0.00
4400,19.4,31.44,24.00,0.00,0.00
4401,22.2,31.74,24.00,0.00,52.66
4402,22.8,31.87,24.00,0.00,66.10
4403,24.4,32.12,24.00,0.00,86.81
4404,25.6,32.33,24.00,0.00,101.91
4405,26.1,32.50,24.00,0.00,112.21
4406,27.2,32.73,24.00,0.00,125.90
4407,27.8,32.92,24.00,0.00,135.33
4408,28.9,33.14,24.00,0.00,145.66
4409,26.7,33.04,24.00,0.00,132.27
4410,25.6,32.96,24.00,0.00,122.23
4411,25,32.91,24.00,0.00,115.50
4412,22.2,32.62,24.00,0.00,92.00
4413,21.1,32.45,24.00,0.00,79.93
4414,18.9,32.44,24.60,0.00,0.00
4415,18.9,32.28,24.54,0.00,0.00
4416,17.2,32.08,24.43,0.00,0.00
4417,16.7,31.89,24.33,0.00,0.00
4418,15,31.66,24.19,0.00,0.00
4419,14.4,31.44,24.07,0.00,0.00
4420,15,31.26,23.98,0.00,0.00
4421,13.9,31.04,23.85,0.00,0.00
4422,16.7,30.96,23.85,0.00,0.00
4423,19.4,30.57,24.00,0.00,0.00
4424,22.2,30.99,24.00,0.00,41.43
4425,25,31.33,24.00,0.00,70.71
4426,27.8,31.78,24.00,0.00,104.02
4427,30,32.19,24.00,0.00,129.99
4428,31.1,32.50,24.00,0.00,146.48
4429,32.2,32.84,24.00,0.00,163.51
4430,32.2,33.11,24.00,0.00,173.71
4431,32.8,33.39,24.00,0.00,183.08
4432,32.8,33.62,24.00,0.00,188.55
4433,32.8,33.81,24.00,0.00,190.75
4434,31.1,33.81,24.00,0.00,179.81
4435,30,33.80,24.00,0.00,168.73
4436,26.1,33.48,24.00,0.00,137.77
4437,24.4,33.31,24.00,0.00,121.03
4438,23.3,33.21,25.00,0.00,0.00
4439,22.2,33.07,24.96,0.00,0.00
4440,20.6,32.89,24.88,0.00,0.00
4441,18.3,32.68,24.76,0.00,0.00
4442,19.4,32.55,24.73,0.00,0.00
4443,19.4,32.40,24.67,0.00,0.00
4444,18.9,32.23,24.60,0.00,0.00
4445,18.3,32.06,24.52,0.00,0.00
4446,21.1,32.02,24.58,0.00,0.00
4447,24.4,31.97,24.00,0.00,79.72
4448,27.2,32.46,24.00,0.00,115.67
4449,30.6,32.94,24.00,0.00,146.31
4450,33.3,33.43,24.00,0.00,175.10
4451,33.9,33.75,24.00,0.00,188.08
4452,35,34.11,24.00,0.00,202.59
4453,33.9,34.29,24.00,0.00,202.17
4454,35,34.64,24.00,0.00,215.00
4455,36.1,34.97,24.00,0.00,225.05
4456,33.9,35.02,24.00,0.00,214.10
4457,34.4,35.21,24.00,0.00,214.86
4458,33.9,35.34,24.00,0.00,211.91
4459,32.2,35.32,24.00,0.00,198.04
4460,26.7,34.85,24.00,0.00,154.68
4461,24.4,34.60,24.00,0.00,132.31
4462,25,34.63,25.20,0.00,0.00
4463,23.3,34.47,25.16,0.00,0.00
4464,20,34.23,25.04,0.00,0.00
4465,19.4,34.05,24.97,0.00,0.00
4466,18.3,33.84,24.87,0.00,0.00
4467,17.2,33.63,24.77,0.00,0.00
4468,16.7,33.42,24.67,0.00,0.00
4469,16.7,33.23,24.58,0.00,0.00
4470,19.4,33.15,24.61,0.00,0.00
4471,22.2,32.81,24.00,0.00,67.65
4472,25.6,33.30,24.00,0.00,106.30
4473,28.3,33.57,24.00,0.00,124.75
4474,30,33.94,24.00,0.00,148.58
4475,34.4,34.60,24.00,0.00,190.16
4476,35,34.91,24.00,0.00,201.44
4477,32.2,34.85,24.00,0.00,186.39
4478,32.8,35.08,24.00,0.00,193.22
4479,33.9,35.40,24.00,0.00,206.41
4480,31.1,35.31,24.00,0.00,188.75
4481,31.7,35.49,24.00,0.00,192.45
4482,28.9,35.32,24.00,0.00,171.51
4483,27.8,35.23,24.00,0.00,158.77
4484,27.2,35.17,24.00,0.00,149.06
4485,24.4,34.88,24.00,0.00,124.67
4486,23.9,34.88,25.07,0.00,0.00
4487,23.3,34.74,25.05,0.00,0.00
4488,21.1,34.54,24.96,0.00,0.00
4489,20,34.35,24.89,0.00,0.00
4490,19.4,34.16,24.82,0.00,0.00
4491,18.3,33.95,24.73,0.00,0.00
4492,20,33.83,24.71,0.00,0.00
4493,20,33.67,24.67,0.00,0.00
4494,20.6,33.53,24.64,0.00,0.00
4495,20.6,32.97,24.00,0.00,55.97
4496,21.7,33.20,24.00,0.00,77.88
4497,23.9,33.39,24.00,0.00,94.96
4498,24.4,33.51,24.00,0.00,104.09
4499,24.4,33.55,24.00,0.00,107.00
4500,24.4,33.61,24.00,0.00,110.91
4501,26.1,33.86,24.00,0.00,127.43
4502,27.2,34.03,24.00,0.00,137.34
4503,25,33.99,24.00,0.00,130.34
4504,23.9,33.91,24.00,0.00,121.49
4505,24.4,33.93,24.00,0.00,121.09
4506,23.9,33.88,24.00,0.00,116.16
4507,22.8,33.72,24.00,0.00,103.57
4508,22.2,33.58,24.00,0.00,93.94
4509,21.7,33.45,24.00,0.00,85.83
4510,20.6,33.50,24.68,0.00,0.00
4511,20.6,33.35,24.64,0.00,0.00
4512,20,33.19,24.58,0.00,0.00
4513,20,33.03,24.54,0.00,0.00
4514,19.4,32.87,24.47,0.00,0.00
4515,18.9,32.69,24.40,0.00,0.00
4516,17.8,32.50,24.31,0.00,0.00
4517,16.7,32.29,24.20,0.00,0.00
4518,18.3,32.17,24.18,0.00,0.00
4519,18.9,31.56,24.00,0.00,0.00
4520,20.6,31.85,24.00,0.00,44.63
4521,22.2,31.98,24.00,0.00,59.62
4522,23.3,32.14,24.00,0.00,74.64
4523,24.4,32.35,24.00,0.00,91.01
4524,26.1,32.61,24.00,0.00,110.00
4525,28.3,32.94,24.00,0.00,131.12
4526,28.9,33.18,24.00,0.00,143.45
4527,26.1,32.99,24.00,0.00,123.99
4528,20,32.50,24.00,0.00,85.36
4529,23.3,32.76,24.00,0.00,105.01
4530,23.3,32.76,24.00,0.00,103.59
4531,22.2,32.61,24.00,0.00,92.04
4532,21.1,32.43,24.00,0.00,79.52
4533,21.1,32.35,24.00,0.00,75.27
4534,18.9,32.34,24.54,0.00,0.00
4535,18.3,32.17,24.46,0.00,0.00
4536,17.2,31.97,24.36,0.00,0.00
4537,16.7,31.78,24.27,0.00,0.00
4538,16.7,31.61,24.18,0.00,0.00
4539,15.6,31.40,24.07,0.00,0.00
4540,15.6,31.22,23.97,0.00,0.00
4541,15.6,31.04,23.88,0.00,0.00
4542,18.3,30.98,23.91,0.00,0.00
4543,21.1,30.74,24.00,0.00,0.00
4544,23.9,31.17,24.00,0.00,55.21
4545,25.6,31.47,24.00,0.00,79.26
4546,27.2,31.74,24.00,0.00,98.86
4547,27.8,31.92,24.00,0.00,109.60
4548,27.8,32.08,24.00,0.00,118.21
4549,28.3,32.32,24.00,0.00,130.97
4550,27.8,32.45,24.00,0.00,134.90
4551,28.9,32.70,24.00,0.00,146.68
4552,27.8,32.73,24.00,0.00,141.90
4553,27.8,32.84,24.00,0.00,143.27
4554,20,32.13,24.00,0.00,86.37
4555,18.3,31.86,24.00,0.00,67.32
4556,16.7,31.57,24.00,0.00,49.23
4557,16.7,31.41,24.00,0.00,42.60
4558,16.7,31.65,24.41,0.00,0.00
4559,15.6,31.44,24.29,0.00,0.00
4560,15.6,31.26,24.20,0.00,0.00
4561,15.6,31.08,24.10,0.00,0.00
4562,15,30.88,23.99,0.00,0.00
4563,15,30.69,23.89,0.00,0.00
4564,15,30.51,23.79,0.00,0.00
4565,14.4,30.32,23.67,0.00,0.00
4566,15.6,30.21,23.65,0.00,0.00
4567,18.3,29.79,23.76,0.00,0.00
4568,21.1,30.19,24.00,0.00,0.00
4569,23.3,30.46,24.00,0.00,45.72
4570,26.1,30.88,24.00,0.00,78.32
4571,28.9,31.33,24.00,0.00,109.94
4572,29.4,31.58,24.00,0.00,123.89
4573,27.8,31.65,24.00,0.00,123.03
4574,28.9,31.96,24.00,0.00,140.01
4575,30,32.26,24.00,0.00,153.80
4576,23.3,31.74,24.00,0.00,108.20
4577,23.9,31.83,24.00,0.00,111.20
4578,23.3,31.80,24.00,0.00,105.67
4579,22.8,31.73,24.00,0.00,97.95
4580,22.8,31.69,24.00,0.00,93.28
4581,21.1,31.49,24.00,0.00,77.70
4582,21.1,31.51,24.64,0.00,0.00
4583,20.6,31.37,24.59,0.00,0.00
4584,20,31.23,24.53,0.00,0.00
4585,18.3,31.05,24.43,0.00,0.00
4586,18.3,30.90,24.37,0.00,0.00
4587,16.7,30.71,24.25,0.00,0.00
4588,16.7,30.54,24.17,0.00,0.00
4589,16.1,30.37,24.07,0.00,0.00
4590,17.8,30.26,24.04,0.00,0.00
4591,18.9,29.83,24.00,0.00,0.00
4592,20.6,30.16,24.00,0.00,38.51
4593,21.7,30.33,24.00,0.00,54.66
4594,24.4,30.68,24.00,0.00,81.65
4595,25.6,30.97,24.00,0.00,101.09
4596,25.6,31.15,24.00,0.00,110.04
4597,26.7,31.39,24.00,0.00,122.71
4598,26.7,31.52,24.00,0.00,126.33
4599,27.2,31.68,24.00,0.00,132.08
4600,27.2,31.85,24.00,0.00,137.13
4601,27.8,31.99,24.00,0.00,139.89
4602,25.6,31.87,24.00,0.00,124.20
4603,23.3,31.67,24.00,0.00,104.87
4604,21.7,31.48,24.00,0.00,88.77
4605,20.6,31.32,24.00,0.00,76.41
4606,19.4,31.32,24.61,0.00,0.00
4607,18.9,31.16,24.54,0.00,0.00
4608,18.9,31.02,24.48,0.00,0.00
4609,17.8,30.85,24.39,0.00,0.00
4610,17.2,30.68,24.30,0.00,0.00
4611,16.1,30.49,24.19,0.00,0.00
4612,15.6,30.31,24.08,0.00,0.00
4613,15,30.12,23.97,0.00,0.00
4614,16.7,30.02,23.95,0.00,0.00
4615,19.4,29.71,24.00,0.00,0.00
4616,21.7,30.11,24.00,0.00,44.38
4617,24.4,30.46,24.00,0.00,72.21
4618,26.7,30.86,24.00,0.00,100.26
4619,29.4,31.31,24.00,0.00,128.86
4620,29.4,31.52,24.00,0.00,137.21
4621,28.9,31.63,24.00,0.00,137.22
4622,28.9,31.83,24.00,0.00,144.40
4623,22.8,31.35,24.00,0.00,101.99
4624,17.8,30.86,24.00,0.00,64.52
4625,16.7,30.73,24.00,0.00,56.51
4626,17.2,30.62,24.00,0.00,51.20
4627,17.2,30.51,24.00,0.00,45.64
4628,16.7,30.33,24.00,0.00,36.49
4629,16.1,30.14,24.00,0.00,0.00
4630,16.1,30.34,24.24,0.00,0.00
4631,15.6,30.16,24.14,0.00,0.00
4632,15.6,30.00,24.04,0.00,0.00
4633,14.4,29.79,23.91,0.00,0.00
4634,13.9,29.60,23.79,0.00,0.00
4635,13.9,29.41,23.68,0.00,0.00
4636,12.8,29.20,23.53,0.00,0.00
4637,11.7,28.97,23.37,0.00,0.00
4638,14.4,28.89,23.36,0.00,0.00
4639,16.7,28.46,23.37,0.00,0.00
4640,18.9,28.81,23.83,0.00,0.00
4641,21.1,29.10,24.00,0.00,0.00
4642,23.9,29.51,24.00,0.00,50.15
4643,25,29.75,24.00,0.00,69.06
4644,26.7,30.08,24.00,0.00,91.40
4645,27.8,30.42,24.00,0.00,111.82
4646,27.8,30.65,24.00,0.00,122.55
4647,28.3,30.87,24.00,0.00,131.48
4648,27.8,30.98,24.00,0.00,131.60
4649,27.8,31.12,24.00,0.00,133.83
4650,26.7,31.12,24.00,0.00,126.66
4651,25.6,31.09,24.00,0.00,117.98
4652,23.3,30.90,24.00,0.00,98.29
4653,22.2,30.78,24.00,0.00,87.00
4654,20.6,30.65,24.66,0.00,0.00
4655,20,30.52,24.60,0.00,0.00
4656,18.9,30.36,24.51,0.00,0.00
4657,18.3,30.21,24.44,0.00,0.00
4658,17.8,30.06,24.35,0.00,0.00
4659,16.7,29.89,24.25,0.00,0.00
4660,15.6,29.70,24.13,0.00,0.00
4661,14.4,29.50,24.00,0.00,0.00
4662,17.2,29.45,24.02,0.00,0.00
4663,20,29.23,24.00,0.00,0.00
4664,22.2,29.61,24.00,0.00,49.23
4665,24.4,29.92,24.00,0.00,72.64
