Hour_simulation,External temperture (ºC),Indoor_temperature.FF_θair(ºC),Indoor_temperature.Set-point_θair(ºC),Heating_thermal_load(kW),Cooling_thermal_load(kW)
2347,9.4,20.78,23.44,0,102.29
2348,5.6,20.32,22.92,0,65.67
2349,2.8,19.88,22.44,0,0
2350,1.7,20.21,22.9,0,0
2351,1.7,20,22.65,0,0
2352,1.7,19.78,22.4,0,0
2353,1.1,19.55,22.14,0,0
2354,-1.7,19.24,21.8,0,0
2355,0.6,19.07,21.6,0,0
2356,0,18.84,21.33,0,0
2357,1.7,18.67,21.14,0,0
2358,1.1,18.45,20.89,0,0
2359,5.6,18.03,22,122.98,0
2360,9.4,18.62,22,70.56,0
2361,12.2,19.08,22,32.91,0
2362,13.9,19.52,22,1.41,0
2363,15.6,19.99,22.4,0,0
2364,16.7,20.43,22.79,0,56.35
2365,15.6,20.67,22.98,0,69.79
2366,15.6,20.83,23.09,0,77.74
2367,15,21.05,23.27,0,90.27
2368,12.2,20.92,23.09,0,77.78
2369,11.1,20.85,22.97,0,69.21
2370,8.9,20.57,22.66,0,46.56
2371,6.7,20.26,22.3,0,0
2372,5.6,20.02,22.02,0,0
2373,1.7,19.49,22,39.58,0
2374,3.3,19.94,22.06,0,0
2375,4.4,19.78,21.88,0,0
2376,3.3,19.57,21.64,0,0
2377,3.3,19.38,21.43,0,0
2378,3.3,19.19,21.21,0,0
2379,2.8,18.99,20.99,0,0
2380,2.8,18.8,20.78,0,0
2381,2.8,18.62,20.56,0,0
2382,2.2,18.41,20.34,0,0
2383,4.4,17.85,22,169.05,0
2384,5,18.11,22,134.11,0
2385,6.7,18.34,22,104.85,0
2386,8.3,18.67,22,72.75,0
2387,8.9,18.93,22,49.57,0
2388,10.6,19.31,22,20.1,0
2389,10.6,19.54,22,5.22,0
2390,11.1,19.81,22.16,0,0
2391,10.6,19.94,22.24,0,0
2392,10.6,19.97,22.22,0,0
2393,9.4,19.88,22.08,0,0
2394,7.8,19.67,22,12.3,0
2395,4.4,19.23,22,45.48,0
2396,2.2,18.85,22,69.93,0
2397,0.6,18.5,22,90.08,0
2398,-1.7,18.83,21.33,0,0
2399,-3.9,18.52,20.99,0,0
2400,-2.2,18.31,20.75,0,0
2401,-4.4,18,20.41,0,0
2402,-4.4,17.73,20.12,0,0
2403,-7.2,17.38,19.74,0,0
2404,-7.8,17.07,19.4,0,0
2405,-8.3,16.76,19.06,0,0
2406,-6.7,16.52,18.79,0,0
2407,0,15.84,22,289.46,0
2408,3.9,16.37,22,221.89,0
2409,6.1,16.71,22,175.48,0
2410,8.3,17.15,22,128.39,0
2411,10.6,17.62,22,85.29,0
2412,12.2,18.06,22,48.73,0
2413,13.3,18.5,22,16.66,0
2414,15.6,19.05,22.27,0,0
2415,15,19.25,22.41,0,0
2416,15.6,19.51,22.61,0,43.27
2417,13.9,19.45,22.48,0,0
2418,11.7,19.29,22.26,0,0
2419,7.8,18.89,22,14.62,0
2420,8.3,18.86,22,19.25,0
2421,6.1,18.57,22,41.5,0
2422,7.2,18.73,21.79,0,0
2423,1.7,18.42,21.45,0,0
2424,0.6,18.19,21.18,0,0
2425,-0.6,17.95,20.9,0,0
2426,2.8,17.84,20.76,0,0
2427,2.8,17.67,20.55,0,0
2428,1.1,17.44,20.28,0,0
2429,1.1,17.25,20.06,0,0
2430,0.6,17.05,19.83,0,0
2431,5,16.69,22,196.23,0
2432,7.8,17.21,22,140.55,0
2433,10,17.64,22,98.11,0
2434,12.2,18.16,22,54.01,0
2435,15.6,18.85,22,3.11,0
2436,18.3,19.48,22.53,0,37.33
2437,20,20.03,23.01,0,72.04
2438,20.6,20.5,23.42,0,100.67
2439,20.6,20.87,23.73,0,122.85
2440,19.4,20.99,23.79,0,127.12
2441,18.9,21.1,23.84,0,130.74
2442,16.7,21.02,23.7,0,121.18
2443,13.3,20.73,23.36,0,96.63
2444,12.8,20.68,23.25,0,89.08
2445,10.6,20.45,22.97,0,69
2446,8.9,20.38,23.03,0,0
2447,6.7,20.18,22.8,0,0
2448,6.7,20.03,22.61,0,0
2449,5,19.82,22.37,0,0
2450,6.1,19.68,22.21,0,0
2451,3.9,19.45,21.95,0,0
2452,3.3,19.25,21.72,0,0
2453,3.9,19.09,21.52,0,0
2454,3.9,18.92,21.32,0,0
2455,7.2,18.56,22,87.31,0
2456,10.6,19.14,22,39.58,0
2457,12.2,19.49,22,13.42,0
2458,15,20.04,22.33,0,0
2459,16.7,20.34,22.59,0,41.88
2460,17.8,20.76,22.97,0,68.69
2461,18.3,21.17,23.33,0,94.42
2462,15.6,21.2,23.31,0,93.15
2463,12.2,20.98,23.05,0,74.32
2464,13.9,21.12,23.15,0,81.7
2465,15.6,21.36,23.34,0,95.11
2466,13.9,21.26,23.2,0,85.52
2467,10,20.86,22.76,0,54.03
2468,7.2,20.51,22.37,0,0
2469,9.4,20.6,22.43,0,0
2470,8.3,20.62,22.54,0,0
2471,7.8,20.47,22.36,0,0
2472,7.2,20.3,22.17,0,0
2473,7.2,20.15,22,0,0
2474,7.2,20,21.83,0,0
2475,6.1,19.82,21.62,0,0
2476,6,19.66,21.44,0,0
2477,5,19.47,21.23,0,0
2478,2.8,19.23,20.97,0,0
2479,0.6,18.22,22,154.68,0
2480,0,18.17,22,143.04,0
2481,0,17.99,22,142.28,0
2482,0,17.82,22,141.15,0
2483,0,17.7,22,136.67,0
2484,2,17.82,22,116.15,0
2485,3.3,18,22,93.32,0
2486,3.3,17.9,22,93.81,0
2487,2.8,17.9,22,87.3,0
2488,3.9,17.89,22,82.46,0
2489,2.8,17.69,22,91,0
2490,2.2,17.47,22,100.72,0
2491,1.7,17.25,22,109.3,0
2492,1.7,17.08,22,113.6,0
2493,1.1,16.86,22,121.54,0
2494,-0.6,17.1,20.92,0,0
2495,-1.1,16.87,20.65,0,0
2496,-1,16.67,20.39,0,0
2497,-2.8,16.4,20.08,0,0
2498,-2.8,16.18,19.81,0,0
2499,-3.9,15.92,19.51,0,0
2500,-4,15.68,19.23,0,0
2501,-5.6,15.4,18.91,0,0
2502,-4.4,15.19,18.66,0,0
2503,-4.4,14.09,22,336.07,0
2504,-3.3,14.16,22,296.82,0
2505,-2.2,14.22,22,264.22,0
2506,-1.1,14.29,22,234.63,0
2507,0,14.46,22,202.39,0
2508,1.1,14.62,22,174.74,0
2509,1.7,14.76,22,152.1,0
2510,1,14.78,22,140.66,0
2511,1.7,14.77,22,133.11,0
2512,1.7,14.83,22,121,0
2513,1.1,14.64,22,128.76,0
2514,0.6,14.48,22,133.53,0
2515,-1.1,14.17,22,148.69,0
2516,-1.1,14.01,22,151.79,0
2517,-1.7,13.78,22,158.68,0
2518,-3.3,14.01,20.58,0,0
2519,-3.3,13.81,20.3,0,0
2520,-2.8,13.63,20.04,0,0
2521,-3.3,13.42,19.75,0,0
2522,-2.8,13.24,19.49,0,0
2523,-4.4,13,19.18,0,0
2524,-4.4,12.8,18.9,0,0
2525,-5,12.58,18.61,0,0
2526,-5,12.38,18.34,0,0
2527,-2.8,11.72,22,341.24,0
2528,-0.6,12.12,22,282.01,0
2529,0.6,12.27,22,247.87,0
2530,1,12.46,22,215.36,0
2531,1.7,12.53,22,195,0
2532,-0.6,12.3,22,199.14,0
2533,0.6,12.41,22,178.57,0
2534,-1.7,12.13,22,188.35,0
2535,-2.2,11.99,22,187.09,0
2536,-2,11.9,22,182.92,0
2537,-1.1,11.89,22,173.91,0
2538,-1.1,11.77,22,173.47,0
2539,-2.2,11.55,22,181.17,0
2540,-1.7,11.46,22,177.99,0
2541,-2.2,11.29,22,181.51,0
2542,-2.8,11.45,20.34,0,0
2543,-3.9,11.25,20.03,0,0
2544,-5.6,11.02,19.69,0,0
2545,-6.7,10.79,19.36,0,0
2546,-6.7,10.59,19.05,0,0
2547,-6.1,10.4,18.76,0,0
2548,-6.7,10.19,18.45,0,0
2549,-7.2,9.98,18.14,0,0
2550,-7.2,9.78,17.84,0,0
2551,-5.6,9.11,22,389.66,0
2552,-2.8,9.53,22,325.82,0
2553,-0.6,9.85,22,277.19,0
2554,2.2,10.33,22,223.81,0
2555,3.3,10.72,22,182.61,0
2556,5.6,11.21,22,139.5,0
2557,7.2,11.7,22,101.97,0
2558,9.4,12.24,22,65.2,0
2559,10.6,12.65,22,41.51,0
2560,11.7,12.98,22,25.78,0
2561,12.2,13.22,22,18.94,0
2562,11.1,13.26,22,25.9,0
2563,7.8,13.03,22,51.9,0
2564,6.1,12.91,22,66.97,0
2565,5,12.81,22,78.27,0
2566,5,12.69,21.34,0,0
2567,5.6,12.62,21.16,0,0
2568,5.6,12.55,20.98,0,0
2569,5,12.45,20.79,0,0
2570,5.6,12.39,20.62,0,0
2571,5,12.3,20.43,0,0
2572,4.4,12.2,20.23,0,0
2573,3.9,12.1,20.03,0,0
2574,5,12.05,19.89,0,0
2575,11.7,12.66,22,151.72,0
2576,14.4,13.37,22,94.4,0
2577,16.1,13.92,22,55.39,0
2578,17.2,14.47,22,20.37,0
2579,18.3,15.04,22.17,0,0
2580,18.9,15.59,22.57,0,40.67
2581,19.4,16.12,22.95,0,67.43
2582,19.4,16.56,23.25,0,89.05
2583,19.4,16.98,23.53,0,108.85
2584,20,17.32,23.74,0,123.5
2585,17.8,17.35,23.64,0,116.22
2586,17,17.47,23.63,0,115.61
2587,16.1,17.51,23.54,0,109.16
2588,12.2,17.24,23.15,0,81.54
2589,11.7,17.24,23.02,0,72.69
2590,10.6,16.97,23.05,0,0
2591,8.9,16.85,22.85,0,0
2592,8.9,16.76,22.69,0,0
2593,7.8,16.64,22.5,0,0
2594,7.2,16.52,22.31,0,0
2595,7.2,16.42,22.13,0,0
2596,6.7,16.3,21.94,0,0
2597,7.2,16.21,21.78,0,0
2598,8.3,16.15,21.66,0,0
2599,10.6,16.26,22,47.81,0
2600,15,17.05,22.09,0,0
2601,18.3,17.71,22.65,0,45.86
2602,18.9,18.24,23.07,0,76.28
2603,19.4,18.72,23.45,0,103.12
2604,21.1,19.21,23.85,0,131.17
2605,21.1,19.7,24,0,159.09
2606,22.8,20.31,24,0,194.16
2607,21.7,20.59,24,0,201.15
2608,22.2,20.93,24,0,212.63
2609,21.1,21.06,24,0,207.84
2610,18.3,20.97,24,0,187.94
2611,16.7,20.89,24,0,171.7
2612,16.1,20.89,24,0,163.51
2613,13.9,20.73,24,0,144.3
2614,11.7,20.49,23.96,0,0
2615,11.1,20.37,23.8,0,0
2616,9.4,20.21,23.6,0,0
2617,10.6,20.13,23.47,0,0
2618,8.3,19.95,23.25,0,0
2619,7.2,19.78,23.04,0,0
2620,8.3,19.67,22.89,0,0
2621,8.9,19.56,22.74,0,0
2622,8.3,19.42,22.57,0,0
2623,11.1,19.3,22.19,0,0
2624,13.9,19.84,22.67,0,47.61
2625,16.7,20.37,23.14,0,80.87
2626,18.3,20.89,23.6,0,113.98
2627,19.4,21.42,24,0,148.1
2628,19.4,21.67,24,0,160.73
2629,21.1,22.13,24,0,178.44
2630,21.1,22.37,24,0,169.54
2631,20.6,22.44,24,0,159.87
2632,20,22.52,24,0,150.99
2633,18.3,22.47,24,0,142.59
2634,17.2,22.43,24,0,135.74
2635,15,22.25,24,0,130.16
2636,13.9,22.15,23.93,0,126.76
2637,12.2,21.96,23.71,0,121.27
2638,14.4,22.01,23.85,0,0
2639,12.2,21.86,23.67,0,0
2640,10.6,21.7,23.49,0,0
2641,9.4,21.53,23.3,0,0
2642,8.9,21.38,23.13,0,0
2643,7.8,21.2,22.93,0,0
2644,5.6,20.98,22.68,0,0
2645,6.1,20.81,22.5,0,0
2646,5,20.61,22.27,0,0
2647,8.3,20.2,22,19,0
2648,10,20.59,22.12,0,0
2649,12.2,20.97,22.47,0,0
2650,13.3,21.29,22.76,0,54.09
2651,14.4,21.66,23.1,0,78.32
2652,14.4,21.9,23.3,0,92.75
2653,15,22.19,23.57,0,97.96
2654,15.6,22.35,23.7,0,95.93
2655,14.4,22.26,23.59,0,93.95
2656,13,22.14,23.43,0,92
2657,13.3,22.17,23.44,0,90.1
2658,11.7,21.97,23.21,0,86.03
2659,7.2,21.46,22.68,0,48.13
2660,6.7,21.27,22.46,0,0
2661,6.1,21.06,22.22,0,0
2662,5.6,21.3,22.52,0,0
2663,5,21.09,22.3,0,0
2664,4.4,20.89,22.08,0,0
2665,3.9,20.68,21.86,0,0
2666,3,20.45,21.62,0,0
2667,2.2,20.23,21.38,0,0
2668,0,19.94,21.08,0,0
2669,0,19.71,20.83,0,0
2670,0,19.48,20.59,0,0
2671,0,18.37,22,185.38,0
2672,0,18.33,22,168.7,0
2673,0,18.15,22,164.01,0
2674,0.6,18.04,22,155.43,0
2675,2.2,18.05,22,139.23,0
2676,1.7,17.88,22,138.51,0
2677,1.7,17.79,22,131.94,0
2678,2,17.73,22,124.39,0
2679,2.2,17.67,22,118.24,0
2680,2.8,17.57,22,115.45,0
2681,2.8,17.43,22,116.27,0
2682,3.3,17.34,22,114.25,0
2683,3,17.16,22,117.85,0
2684,2.2,16.94,22,124.71,0
2685,1.7,16.74,22,129.71,0
2686,1.1,16.98,20.82,0,0
2687,0,16.76,20.55,0,0
2688,0,16.56,20.31,0,0
2689,0,16.37,20.07,0,0
2690,0,16.18,19.83,0,0
2691,0,15.99,19.6,0,0
2692,-0.6,15.79,19.35,0,0
2693,-0.6,15.6,19.12,0,0
2694,-1,15.39,18.87,0,0
2695,-1.1,14.55,22,302.43,0
2696,-1.1,14.56,22,271.52,0
2697,-1.1,14.43,22,254.77,0
2698,-1.1,14.32,22,239.35,0
2699,-0.6,14.26,22,222.32,0
2700,0,14.24,22,204.94,0
2701,0,14.2,22,192.1,0
2702,0,14.21,22,176.9,0
2703,1,14.27,22,159.79,0
2704,1.7,14.26,22,150.3,0
2705,1.1,14.1,22,152.94,0
2706,0.6,13.93,22,155.64,0
2707,0.6,13.81,22,155.15,0
2708,0.6,13.69,22,154.95,0
2709,1.1,13.62,22,151.17,0
2710,1.1,13.74,20.59,0,0
2711,0.6,13.58,20.34,0,0
2712,0.6,13.43,20.11,0,0
2713,-0.6,13.25,19.84,0,0
2714,-1.1,13.07,19.58,0,0
2715,-1.1,12.91,19.34,0,0
2716,-1.1,12.74,19.1,0,0
2717,-1.1,12.59,18.86,0,0
2718,-1.1,12.43,18.63,0,0
2719,0,11.98,22,306.74,0
2720,1.7,12.39,22,250.54,0
2721,3.3,12.73,22,206.97,0
2722,3.9,12.92,22,179.17,0
2723,5.6,13.23,22,146.32,0
2724,6.7,13.58,22,114.12,0
2725,7.8,13.86,22,91.11,0
2726,8.3,14.11,22,72.96,0
2727,7.8,14.23,22,66.4,0
2728,7.8,14.3,22,63.88,0
2729,6.7,14.22,22,72.14,0
2730,6.1,14.16,22,78.3,0
2731,5,14.03,22,88.27,0
2732,4.4,13.94,22,94.79,0
2733,4,13.85,22,99.9,0
2734,3.9,13.84,21.1,0,0
2735,3.9,13.72,20.9,0,0
2736,3.3,13.59,20.68,0,0
2737,3.3,13.48,20.48,0,0
2738,2.2,13.33,20.24,0,0
2739,1.7,13.19,20.02,0,0
2740,1.1,13.04,19.78,0,0
2741,2.2,12.93,19.6,0,0
2742,1,12.77,19.36,0,0
2743,0.6,12.3,22,259.13,0
2744,1,12.43,22,228.83,0
2745,0.6,12.36,22,217.09,0
2746,3.3,12.71,22,176.97,0
2747,5,13.11,22,138.4,0
2748,6.7,13.5,22,105.18,0
2749,7.8,13.81,22,81.38,0
2750,7.8,14.01,22,68.24,0
2751,8.3,14.28,22,51.41,0
2752,9.4,14.39,22,47.62,0
2753,7.2,14.3,22,58.68,0
2754,7.2,14.34,22,59.83,0
2755,5,14.11,22,79.01,0
2756,3.9,13.96,22,90.35,0
2757,3.9,13.91,22,93.98,0
2758,1.7,13.83,21.12,0,0
2759,1.1,13.67,20.87,0,0
2760,0.6,13.51,20.62,0,0
2761,0.6,13.37,20.39,0,0
2762,0,13.2,20.13,0,0
2763,0.6,13.07,19.92,0,0
2764,0,12.91,19.67,0,0
2765,-1.1,12.72,19.41,0,0
2766,0.6,12.62,19.22,0,0
2767,3.3,12.45,22,247.02,0
2768,7,13.08,22,182.86,0
2769,6.1,13.26,22,158.73,0
2770,7.8,13.49,22,133.99,0
2771,8.9,13.87,22,101.07,0
2772,11.1,14.4,22,61.34,0
2773,11.1,14.74,22,40.38,0
2774,11.7,15.1,22,19.77,0
2775,12.2,15.47,22,1.54,0
2776,12.2,15.66,22.04,0,0
2777,11.7,15.72,22,2.09,0
2778,11.1,15.72,22,11.35,0
2779,10,15.66,22,22.97,0
2780,7.2,15.42,22,46.46,0
2781,6.1,15.29,22,58.91,0
2782,5,15.21,21.5,0,0
2783,6.1,15.13,21.34,0,0
2784,6.1,15.03,21.16,0,0
2785,3.9,14.86,20.92,0,0
2786,4.4,14.75,20.74,0,0
2787,6.7,14.71,20.62,0,0
2788,6.1,14.6,20.44,0,0
2789,7.2,14.54,20.31,0,0
2790,8.9,14.52,20.21,0,0
2791,11.1,14.79,22,139.93,0
2792,11.7,15.16,22,105.23,0
2793,13.3,15.56,22,73.04,0
2794,15.6,16.19,22,27.98,0
2795,17.2,16.8,22.16,0,0
2796,17.2,17.2,22.45,0,0
2797,18.3,17.79,22.92,0,65.44
2798,19.4,18.29,23.32,0,94
2799,21.7,18.84,23.76,0,125.3
2800,18.9,18.84,23.67,0,118.49
2801,17.8,18.91,23.63,0,115.95
2802,16.1,18.89,23.52,0,107.98
2803,12.2,18.59,23.12,0,79.63
2804,11.7,18.56,23,0,70.82
2805,10.6,18.46,22.81,0,57.23
2806,9.4,18.31,22.88,0,0
2807,8.3,18.17,22.69,0,0
2808,7.8,18.05,22.5,0,0
2809,7.2,17.91,22.31,0,0
2810,7.2,17.79,22.14,0,0
2811,6.1,17.63,21.93,0,0
2812,6.7,17.52,21.77,0,0
2813,3.9,17.31,21.5,0,0
2814,5,17.19,21.33,0,0
2815,7.8,16.99,22,85.67,0
2816,9.4,17.4,22,52.02,0
2817,10.6,17.61,22,36.7,0
2818,11.7,17.97,22,12.53,0
2819,13.3,18.24,22.03,0,0
2820,14.4,18.6,22.31,0,0
2821,16.1,18.97,22.61,0,43.17
2822,15.6,19.09,22.65,0,46.06
2823,16.1,19.41,22.9,0,63.66
2824,15.6,19.55,22.96,0,68.38
2825,12.8,19.33,22.67,0,47.58
2826,10,19.07,22.34,0,0
2827,8.9,18.92,22.13,0,0
2828,8.9,18.87,22.01,0,0
2829,7.2,18.64,22,20.03,0
2830,8.3,18.75,22.02,0,0
2831,8.3,18.63,21.86,0,0
2832,8.3,18.51,21.7,0,0
2833,8.3,18.4,21.55,0,0
2834,8.3,18.28,21.4,0,0
2835,6.1,18.1,21.18,0,0
2836,6.1,17.96,21,0,0
2837,6.1,17.83,20.83,0,0
2838,5.6,17.68,20.64,0,0
2839,6.7,17.33,22,138.18,0
2840,8.3,17.7,22,100.09,0
2841,8.3,17.76,22,88.64,0
2842,8.9,17.9,22,73.01,0
2843,8.3,17.89,22,69.66,0
2844,9.4,18.01,22,57.87,0
2845,10,18.19,22,42.83,0
2846,10.6,18.34,22,32.2,0
2847,8.3,18.13,22,48.31,0
2848,8.9,18.25,22,39.12,0
2849,8.9,18.23,22,40.66,0
2850,7.8,18.11,22,49.14,0
2851,7.2,17.98,22,57.73,0
2852,6.7,17.85,22,64.44,0
2853,6.7,17.77,22,67.45,0
2854,6.7,17.83,21.39,0,0
2855,6.7,17.7,21.22,0,0
2856,7.2,17.59,21.07,0,0
2857,6.7,17.46,20.89,0,0
2858,6.7,17.34,20.73,0,0
2859,6.7,17.21,20.57,0,0
2860,6.7,17.1,20.41,0,0
2861,6.7,16.98,20.25,0,0
2862,6.1,16.84,20.07,0,0
2863,6.7,16.51,22,179.26,0
2864,6.1,16.58,22,157.65,0
2865,6.7,16.63,22,141.39,0
2866,7,16.65,22,128.22,0
2867,7.8,16.74,22,112.67,0
2868,7.8,16.76,22,103.34,0
2869,7.2,16.72,22,99.86,0
2870,7,16.71,22,94.79,0
2871,4,16.41,22,111.13,0
2872,5,16.44,22,102.52,0
2873,5,16.37,22,101.73,0
2874,5.6,16.35,22,97.55,0
2875,6,16.32,22,95.13,0
2876,5,16.16,22,102.06,0
2877,4.4,16.02,22,106.71,0
2878,3.8,16.08,20.98,0,0
2879,3.1,15.91,20.75,0,0
2880,2.5,15.75,20.53,0,0
2881,1.9,15.58,20.3,0,0
2882,1.3,15.4,20.06,0,0
2883,0.6,15.21,19.82,0,0
2884,0,15.03,19.58,0,0
2885,1.1,14.89,19.38,0,0
2886,1.1,14.76,19.2,0,0
2887,4.4,14.5,22,242.65,0
2888,6.1,14.92,22,191.3,0
2889,7.8,15.28,22,150.38,0
2890,10,15.77,22,104.87,0
2891,12.2,16.25,22,65.97,0
2892,14.4,16.76,22,28.92,0
2893,16.1,17.26,22.04,0,0
2894,18.9,17.87,22.55,0,39.16
2895,18.3,18.13,22.71,0,50.52
2896,19.4,18.51,23,0,70.77
2897,18.9,18.7,23.09,0,77.78
2898,18.3,18.84,23.14,0,81.1
2899,17.2,18.85,23.06,0,75.62
2900,14.4,18.69,22.82,0,58.06
2901,12.2,18.53,22.58,0,40.98
2902,10.6,18.29,22.54,0,0
2903,9.4,18.16,22.36,0,0
2904,7.8,18.02,22.16,0,0
2905,7.2,17.88,21.98,0,0
2906,6.7,17.74,21.79,0,0
2907,5.6,17.58,21.58,0,0
2908,3.9,17.39,21.34,0,0
2909,3.3,17.22,21.12,0,0
2910,3.3,17.08,20.94,0,0
2911,4.4,16.59,22,132.86,0
2912,5.6,16.9,22,100.85,0
2913,6.7,17.12,22,78.51,0
2914,8.3,17.42,22,53.66,0
2915,9.4,17.72,22,31.82,0
2916,11.1,18.11,22,6.59,0
2917,11.7,18.42,22.16,0,0
2918,12.8,18.73,22.39,0,0
2919,12.8,18.93,22.5,0,35.82
2920,12.8,19.05,22.55,0,39.33
2921,11.1,18.97,22.4,0,0
2922,10.6,18.92,22.28,0,0
2923,8.3,18.66,22,3.58,0
2924,6.7,18.44,22,23.74,0
2925,4.4,18.12,22,48.45,0
2926,5,18.33,21.78,0,0
2927,3.9,18.14,21.54,0,0
2928,3.3,17.95,21.32,0,0
2929,2.8,17.77,21.09,0,0
2930,2.2,17.57,20.86,0,0
2931,1.7,17.38,20.62,0,0
2932,0.6,17.16,20.37,0,0
2933,0.6,16.97,20.14,0,0
2934,0.6,16.8,19.93,0,0
2935,3.3,16.28,22,202.24,0
2936,5,16.62,22,158.9,0
2937,7.2,16.96,22,121.26,0
2938,10.6,17.48,22,75.3,0
2939,13.3,17.96,22,37.72,0
2940,13.9,18.21,22,20.68,0
2941,15,18.51,22,1.9,0
2942,16.1,18.85,22.25,0,0
2943,15,19.04,22.36,0,0
2944,15.6,19.21,22.46,0,0
2945,15,19.27,22.45,0,0
2946,13.3,19.19,22.31,0,0
2947,12.2,19.1,22.15,0,0
2948,10,18.89,22,8.38,0
2949,7.8,18.64,22,29.61,0
2950,6.1,18.63,21.77,0,0
2951,5,18.45,21.55,0,0
2952,5,18.29,21.36,0,0
2953,4.4,18.12,21.15,0,0
2954,5,17.98,20.98,0,0
2955,4.4,17.81,20.77,0,0
2956,4.4,17.66,20.58,0,0
2957,4.4,17.51,20.39,0,0
2958,4.4,17.36,20.21,0,0
2959,5,16.84,22,180.04,0
2960,5,16.96,22,155.17,0
2961,5.6,16.99,22,139.04,0
2962,7.2,17.15,22,116.4,0
2963,8.3,17.31,22,96.56,0
2964,7.8,17.32,22,89.75,0
2965,6.1,17.2,22,92.72,0
2966,5,17.12,22,93.19,0
2967,3.3,16.93,22,100.83,0
2968,4.4,16.98,22,91.69,0
2969,3.9,16.84,22,96.22,0
2970,3.9,16.73,22,98.54,0
2971,3.3,16.55,22,105.68,0
2972,2.8,16.38,22,111.63,0
2973,2.8,16.25,22,114,0
2974,2.2,16.41,20.96,0,0
2975,1.1,16.21,20.71,0,0
2976,1.1,16.03,20.48,0,0
2977,1.1,15.86,20.25,0,0
2978,1.7,15.71,20.05,0,0
2979,2.2,15.56,19.85,0,0
2980,2.2,15.41,19.64,0,0
2981,2.8,15.28,19.46,0,0
2982,2.8,15.14,19.27,0,0
2983,2.8,14.62,22,254.41,0
2984,4.4,15.06,22,199.87,0
2985,6.7,15.4,22,158.72,0
2986,7.8,15.71,22,124.95,0
2987,9.4,16.07,22,91.47,0
2988,11.1,16.46,22,60.42,0
2989,12.2,16.86,22,32.18,0
2990,13.9,17.28,22,5.31,0
2991,13.9,17.51,22.07,0,0
2992,14.4,17.75,22.21,0,0
2993,14.4,17.87,22.24,0,0
2994,13.3,17.89,22.18,0,0
2995,11.7,17.78,22,2.04,0
2996,9.4,17.57,22,22.45,0
2997,9.4,17.56,22,27.17,0
2998,8.3,17.42,21.74,0,0
2999,7.8,17.3,21.57,0,0
3000,7.2,17.18,21.39,0,0
3001,6.7,17.05,21.21,0,0
3002,6.1,16.91,21.02,0,0
3003,5.6,16.77,20.83,0,0
3004,5.6,16.65,20.66,0,0
3005,4.4,16.48,20.44,0,0
3006,4.4,16.37,20.28,0,0
3007,8.3,16.3,22,148.99,0
3008,11.7,16.93,22,92.79,0
3009,13.9,17.4,22,53.9,0
3010,16.1,17.96,22,14.02,0
3011,17.2,18.38,22.17,0,0
3012,18.3,18.89,22.6,0,42.51
3013,20,19.38,23.01,0,71.63
3014,20,19.8,23.35,0,96.15
3015,20,20.12,23.6,0,114.04
3016,19.4,20.23,23.65,0,116.93
3017,17.8,20.24,23.58,0,112.53
3018,16.7,20.24,23.51,0,107.66
3019,15.6,20.21,23.41,0,100.21
3020,15,20.2,23.34,0,95.27
3021,15,20.25,23.32,0,93.78
3022,12.8,19.93,23.16,0,0
3023,11.7,19.81,23,0,0
3024,10.6,19.69,22.84,0,0
3025,9.4,19.55,22.66,0,0
3026,8.3,19.4,22.47,0,0
3027,8.3,19.27,22.31,0,0
3028,7.2,19.11,22.11,0,0
3029,6.1,18.94,21.9,0,0
3030,8.3,18.87,21.8,0,0
3031,10,18.66,22,45.94,0
3032,11.1,18.98,22,22.03,0
3033,12.8,19.32,22.02,0,0
3034,14.4,19.7,22.34,0,0
3035,17.2,20.24,22.82,0,58.37
3036,17.8,20.61,23.13,0,80.57
3037,18.3,20.98,23.45,0,103.38
3038,18.9,21.32,23.74,0,123.96
3039,20,21.73,24,0,149.37
3040,20,21.94,24,0,160.33
3041,19.4,22.06,24,0,158.93
3042,18.9,22.12,24,0,153.21
3043,16.7,21.98,24,0,146.3
3044,14.4,21.79,23.82,0,129.53
3045,12.8,21.63,23.62,0,115.19
3046,11.7,21.53,23.62,0,0
3047,10.6,21.39,23.45,0,0
3048,9.4,21.23,23.27,0,0
3049,8.3,21.06,23.07,0,0
3050,7.8,20.89,22.88,0,0
3051,6.7,20.71,22.67,0,0
3052,6.7,20.55,22.49,0,0
3053,6.1,20.37,22.28,0,0
3054,8.9,20.32,22.22,0,0
3055,12.2,20.24,22,1.1,0
3056,16.1,20.89,22.6,0,42.6
3057,18.9,21.4,23.07,0,76.23
3058,21.7,22.01,23.64,0,116.45
3059,22.8,22.35,23.95,0,114.04
3060,24.4,22.79,24,0,111.68
3061,25,23.16,24,0,106.4
3062,25.6,23.54,24,0,98.83
3063,27.2,23.99,24,0,89.21
3064,26.1,24.14,24,0,87.47
3065,26.1,24.38,24,0,92.37
3066,25,24.47,24,0,87.41
3067,23.3,24.46,24,0,75.24
3068,21.1,24.37,24,0,59.3
3069,20,24.34,24,0,50.04
3070,19.4,24.03,24.32,0,0
3071,18.3,23.95,24.23,0,0
3072,16.7,23.83,24.12,0,0
3073,15.6,23.72,24,0,0
3074,15.6,23.63,23.91,0,0
3075,15,23.52,23.8,0,0
3076,13.9,23.39,23.66,0,0
3077,12.8,23.25,23.52,0,0
